AIM-Spice kernel Version 2022.100  (Built on Aug 12 2022)
Circuit: *include NANDFF.cir
Analysis: Transient Analysis
Started on: ons. nov. 15 15:22:43 2023
Time id(m:nand_2:mn1:1) id(m:nand_3:mn1:1)
5.13554432000000e-07,9.81348590233345e-11,1.50820694599515e-10
5.43554432000000e-07,9.81926993235016e-11,1.50986601040569e-10
5.73554432000000e-07,9.82505388542895e-11,1.50830372397596e-10
6.03554432000000e-07,9.83083776156815e-11,1.50674142996826e-10
6.33554432000000e-07,9.81945781624803e-11,1.50722134118062e-10
6.63554432000000e-07,9.80807756438968e-11,1.50770122884957e-10
6.93554432000000e-07,9.81498878130611e-11,1.50818109297574e-10
7.23554432000000e-07,9.82190000096240e-11,1.50866093355969e-10
7.53554432000000e-07,9.82881122335442e-11,1.50914075060212e-10
7.83554432000001e-07,9.83572244847774e-11,1.50962054410366e-10
8.13554432000001e-07,9.82192103865150e-11,1.51010031406488e-10
8.43554432000001e-07,9.80811957490472e-11,1.50825075898337e-10
8.73554432000001e-07,9.81641752394036e-11,1.50640090844402e-10
9.03554432000001e-07,9.82471554213330e-11,1.50781854821297e-10
9.33554432000001e-07,9.83301362947652e-11,1.50923612413653e-10
9.63554432000001e-07,9.84131178596303e-11,1.50796340825452e-10
9.93554432000001e-07,9.82454097831789e-11,1.50669071653877e-10
1.02355443200000e-06,9.80777033771256e-11,1.50767362263368e-10
1.05355443200000e-06,9.81776036153115e-11,1.50865655788635e-10
1.08355443200000e-06,9.82775052186940e-11,1.50963952229598e-10
1.11355443200000e-06,9.82255134828010e-11,1.50849789751626e-10
1.14355443200000e-06,9.81735219063246e-11,1.50735618386390e-10
1.17355443200000e-06,9.81215304892822e-11,1.50854548832682e-10
1.20355443200000e-06,9.80695392316934e-11,1.50973480756676e-10
1.23355443200000e-06,9.80175481335762e-11,1.50863366966392e-10
1.26355443200000e-06,9.81524864719563e-11,1.50753257837542e-10
1.29355443200000e-06,9.82874209252718e-11,1.50643153370191e-10
1.32355443200000e-06,9.82344405232923e-11,1.50793435933060e-10
1.35355443200000e-06,9.81814586544025e-11,1.50943715498246e-10
1.38355443200000e-06,9.81284753185839e-11,1.51093992065227e-10
1.41355443200000e-06,9.80754905158322e-11,1.50882975884447e-10
1.44355443200000e-06,9.80225042461330e-11,1.50671949390106e-10
1.47355443200000e-06,9.81349947526896e-11,1.50800844760994e-10
1.50355443200000e-06,9.82474778873134e-11,1.50929737327062e-10
1.53355443200000e-06,9.82110747675092e-11,1.50851433108903e-10
1.56355443200000e-06,9.81746700401314e-11,1.50773128101179e-10
1.59355443200000e-06,9.81382637051330e-11,1.50694822303969e-10
1.62355443200000e-06,9.81018557624696e-11,1.50616515717344e-10
1.65355443200000e-06,9.80654462120983e-11,1.50759672693188e-10
1.68355443200000e-06,9.82017925107685e-11,1.50902822669512e-10
1.71355443200000e-06,9.83381253926810e-11,1.50834387866542e-10
1.74355443200000e-06,9.82008865235637e-11,1.50765950215004e-10
1.77355443200000e-06,9.80636524050864e-11,1.50697509714869e-10
1.80355443200000e-06,9.81509296575721e-11,1.50629066366105e-10
1.83355443200000e-06,9.82382090620586e-11,1.50781632238161e-10
1.86355443200000e-06,9.83254906184979e-11,1.50934186001181e-10
1.89355443200000e-06,9.82265045254559e-11,1.50811818401824e-10
1.92355443200000e-06,9.81275196047836e-11,1.50689449831872e-10
1.95355443200000e-06,9.81929647688095e-11,1.50567080291622e-10
1.98355443200000e-06,9.82584109964630e-11,1.50730659002927e-10
2.00000000000000e-06,9.77905939611234e-11,1.50820331753955e-10
