Time,id(m:nand_2:mn1:1),id(m:nand_3:mn1:1)
5.13554432000000e-07,5.45958881112215e-11,8.00876423055712e-11
5.43554432000000e-07,5.45795334162035e-11,8.00876421004224e-11
5.73554432000000e-07,5.45631777747708e-11,8.00876418952693e-11
6.03554432000000e-07,5.46110462945759e-11,8.00876416901164e-11
6.33554432000000e-07,5.46589069366753e-11,8.00876414849599e-11
6.63554432000000e-07,5.46441898861853e-11,8.00876412798143e-11
6.93554432000000e-07,5.46294721453658e-11,8.00876410746529e-11
7.23554432000000e-07,5.46147537142328e-11,8.00876408695051e-11
7.53554432000000e-07,5.46000345928092e-11,8.00876406643515e-11
7.83554432000001e-07,5.45853147810939e-11,8.00876404591981e-11
8.13554432000001e-07,5.45705942791140e-11,8.00876402540453e-11
8.43554432000001e-07,5.46134506992299e-11,8.00876400488889e-11
8.73554432000001e-07,5.46563013206008e-11,8.00876398437361e-11
9.03554432000001e-07,5.46991461428828e-11,8.00876396385905e-11
9.33554432000001e-07,5.46750005313768e-11,8.00876394334340e-11
9.63554432000001e-07,5.46508512502032e-11,8.00876392282802e-11
9.93554432000001e-07,5.46266982991634e-11,8.00876390231277e-11
1.02355443200000e-06,5.46025416780654e-11,8.00876388179743e-11
1.05355443200000e-06,5.46434935209256e-11,8.00876386128181e-11
1.08355443200000e-06,5.46844363611005e-11,8.00876384076663e-11
1.11355443200000e-06,5.47253701990872e-11,8.00876382025191e-11
1.14355443200000e-06,5.46662470275622e-11,8.00876379973735e-11
1.17355443200000e-06,5.46071160969351e-11,8.00876377922132e-11
1.20355443200000e-06,5.46242368339898e-11,8.00876375870566e-11
1.23355443200000e-06,5.46413567747700e-11,8.00876373819104e-11
1.26355443200000e-06,5.46584759192448e-11,8.00876371767583e-11
1.29355443200000e-06,5.46755942673889e-11,8.00876369716025e-11
1.32355443200000e-06,5.46927118191677e-11,8.00876367664483e-11
1.35355443200000e-06,5.47098285745570e-11,8.00876365612956e-11
1.38355443200000e-06,5.46603456528713e-11,8.00876363561493e-11
1.41355443200000e-06,5.46108559260636e-11,8.00876361509941e-11
1.44355443200000e-06,5.46255957825824e-11,8.00876359458400e-11
1.47355443200000e-06,5.46403350002470e-11,8.00876357406872e-11
1.50355443200000e-06,5.46550735790397e-11,8.00876355355314e-11
1.53355443200000e-06,5.46698115189404e-11,8.00876353303778e-11
1.56355443200000e-06,5.46845488199443e-11,8.00876351252246e-11
1.59355443200000e-06,5.46992854820265e-11,8.00876349200758e-11
1.62355443200000e-06,5.46565373009133e-11,8.00876347149228e-11
1.65355443200000e-06,5.46137837090940e-11,8.00876345097693e-11
1.68355443200000e-06,5.45710247069606e-11,8.00876343046161e-11
1.71355443200000e-06,5.46011950438294e-11,8.00876340994637e-11
1.74355443200000e-06,5.46313669600559e-11,8.00876338943141e-11
1.77355443200000e-06,5.46615404554663e-11,8.00876336891583e-11
1.80355443200000e-06,5.46917155299081e-11,8.00876334840079e-11
1.83355443200000e-06,5.46478323323202e-11,8.00876332788519e-11
1.86355443200000e-06,5.46039511127078e-11,8.00876330736993e-11
1.89355443200000e-06,5.45600718717353e-11,8.00876328685457e-11
1.92355443200000e-06,5.46064691763510e-11,8.00876326633971e-11
1.95355443200000e-06,5.46528548486833e-11,8.00876324582444e-11
1.98355443200000e-06,5.46372946774472e-11,8.00876322530843e-11
2.00000000000000e-06,5.46287644225406e-11,8.00876321406221e-11
