AIM-Spice kernel Version 2022.100  (Built on Aug 12 2022)
Circuit: *include NANDFS.cir
Analysis: Transient Analysis
Started on: ons. nov. 15 15:22:52 2023
Time id(m:nand_2:mn1:1) id(m:nand_3:mn1:1)
5.13554432000000e-07,1.56500050048858e-10,2.28937876012986e-10
5.43554432000000e-07,1.56319132387347e-10,2.28914042486362e-10
5.73554432000000e-07,1.56520515417807e-10,2.28890209235056e-10
6.03554432000000e-07,1.56721909514474e-10,2.28866376259073e-10
6.33554432000000e-07,1.56518743146650e-10,2.28842543558410e-10
6.63554432000000e-07,1.56315588382974e-10,2.28818711133059e-10
6.93554432000000e-07,1.56519158901207e-10,2.28794878983023e-10
7.23554432000000e-07,1.56722741067195e-10,2.28771047108301e-10
7.53554432000000e-07,1.56519113399639e-10,2.28747215508886e-10
7.83554432000001e-07,1.56315497395008e-10,2.29120084268711e-10
8.13554432000001e-07,1.56519283738168e-10,2.29493014475703e-10
8.43554432000001e-07,1.56723081741977e-10,2.29245285421870e-10
8.73554432000001e-07,1.56519326804036e-10,2.28997574853119e-10
9.03554432000001e-07,1.56315583535157e-10,2.29202042251662e-10
9.33554432000001e-07,1.56519447458916e-10,2.29406520403925e-10
9.63554432000001e-07,1.56723323046927e-10,2.29257054364249e-10
9.93554432000001e-07,1.56519521602760e-10,2.29107592735156e-10
1.02355443200000e-06,1.56315731829856e-10,2.28958135516642e-10
1.05355443200000e-06,1.56519623067734e-10,2.28808682708697e-10
1.08355443200000e-06,1.56723525971163e-10,2.29169626273203e-10
1.11355443200000e-06,1.56519707293837e-10,2.29530591773299e-10
1.14355443200000e-06,1.56315900288485e-10,2.29276683040429e-10
1.17355443200000e-06,1.56519802758966e-10,2.29022782405851e-10
1.20355443200000e-06,1.56723716895415e-10,2.29233408995816e-10
1.23355443200000e-06,1.56519891447966e-10,2.29444042594943e-10
1.26355443200000e-06,1.56316077672752e-10,2.29219000867651e-10
1.29355443200000e-06,1.56519984069647e-10,2.28993971665059e-10
1.32355443200000e-06,1.56723902132644e-10,2.29200090043216e-10
1.35355443200000e-06,1.56520075436408e-10,2.29406219152298e-10
1.38355443200000e-06,1.56316260412484e-10,2.29612358992483e-10
1.41355443200000e-06,1.56520167202198e-10,2.29287409064399e-10
1.44355443200000e-06,1.56724085657989e-10,2.28962481148628e-10
1.47355443200000e-06,1.56520257202267e-10,2.29128734724175e-10
1.50355443200000e-06,1.56316440418761e-10,2.29294988940355e-10
1.53355443200000e-06,1.56520348269676e-10,2.29122168168613e-10
1.56355443200000e-06,1.56724267786662e-10,2.28949352768839e-10
1.59355443200000e-06,1.56520440680923e-10,2.29116606245622e-10
1.62355443200000e-06,1.56316625247408e-10,2.29283866230234e-10
1.65355443200000e-06,1.56520530861682e-10,2.29451132722739e-10
1.68355443200000e-06,1.56724448141943e-10,2.29618405723206e-10
1.71355443200000e-06,1.56520621966598e-10,2.29301824750581e-10
1.74355443200000e-06,1.56316807463336e-10,2.28985255169189e-10
1.77355443200000e-06,1.56520713209998e-10,2.29186437365215e-10
1.80355443200000e-06,1.56724630622543e-10,2.29387621376970e-10
1.83355443200000e-06,1.56520804523298e-10,2.29588807204239e-10
1.86355443200000e-06,1.56316990096080e-10,2.29305085300402e-10
1.89355443200000e-06,1.56520895513256e-10,2.29021366261063e-10
1.92355443200000e-06,1.56724812596253e-10,2.29207638945287e-10
1.95355443200000e-06,1.56520987914415e-10,2.29393911729415e-10
1.98355443200000e-06,1.56317174904549e-10,2.29223440218276e-10
2.00000000000000e-06,1.56467060380219e-10,2.28795120061959e-10
