AIM-Spice kernel Version 2022.100  (Built on Aug 12 2022)
Circuit: *include DFFTT.cir
Analysis: Transient Analysis
Started on: tor. nov. 16 17:36:32 2023
Time i(vdd) v(clk) v(data) v(out) v(peak) v(reset)
4.99000400000032e-06,2.66182503431194e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996196346745e-01,8.00000000000000e-01,6.00000000000000e-01
4.99040400000032e-06,-6.80119119431885e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996157107835e-01,8.00000000000000e-01,6.00000000000000e-01
4.99080400000032e-06,2.64710139295816e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996195096355e-01,8.00000000000000e-01,6.00000000000000e-01
4.99120400000032e-06,-6.77782374672943e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996157527419e-01,8.00000000000000e-01,6.00000000000000e-01
4.99160400000032e-06,2.65756976494210e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996196289506e-01,8.00000000000000e-01,6.00000000000000e-01
4.99200400000032e-06,-6.80175790708964e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996157315616e-01,8.00000000000000e-01,6.00000000000000e-01
4.99240400000032e-06,2.64591704213731e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996195135652e-01,8.00000000000000e-01,6.00000000000000e-01
4.99280400000032e-06,-6.78168215118977e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996157941460e-01,8.00000000000000e-01,6.00000000000000e-01
4.99320400000032e-06,2.65339846372224e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996195900366e-01,8.00000000000000e-01,6.00000000000000e-01
4.99360400000032e-06,-6.80270620183234e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996157363716e-01,8.00000000000000e-01,6.00000000000000e-01
4.99400400000032e-06,2.64430547973611e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996195204449e-01,8.00000000000000e-01,6.00000000000000e-01
4.99440400000032e-06,-6.78456100788998e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996157070070e-01,8.00000000000000e-01,6.00000000000000e-01
4.99480400000032e-06,2.64948749122726e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996196955325e-01,8.00000000000000e-01,6.00000000000000e-01
4.99520400000032e-06,-6.80325550134255e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996156043554e-01,8.00000000000000e-01,6.00000000000000e-01
4.99560400000032e-06,2.64267133190728e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996196641574e-01,8.00000000000000e-01,6.00000000000000e-01
4.99600400000032e-06,-6.78791114378371e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996155810718e-01,8.00000000000000e-01,6.00000000000000e-01
4.99640400000032e-06,2.64556861921928e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996198075812e-01,8.00000000000000e-01,6.00000000000000e-01
4.99680400000032e-06,-6.80418202971474e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996155154607e-01,8.00000000000000e-01,6.00000000000000e-01
4.99720400000032e-06,2.64096576086742e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996197590353e-01,8.00000000000000e-01,6.00000000000000e-01
4.99760400000032e-06,-6.79089738762465e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996154947636e-01,8.00000000000000e-01,6.00000000000000e-01
4.99800400000032e-06,2.64159552291111e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996199010520e-01,8.00000000000000e-01,6.00000000000000e-01
4.99840400000032e-06,-6.80535011413133e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996154218805e-01,8.00000000000000e-01,6.00000000000000e-01
4.99880400000032e-06,2.63871066830505e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996197206037e-01,8.00000000000000e-01,6.00000000000000e-01
4.99920400000032e-06,-6.79390568063218e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996153090446e-01,8.00000000000000e-01,6.00000000000000e-01
4.99960400000032e-06,2.63800245537528e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996199927684e-01,8.00000000000000e-01,6.00000000000000e-01
5.00000400000032e-06,-6.80680512889776e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996153589163e-01,8.00000000000000e-01,6.00000000000000e-01
5.00040400000032e-06,2.63669070156332e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996199475442e-01,8.00000000000000e-01,6.00000000000000e-01
5.00080400000032e-06,-6.79686002367569e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996153100182e-01,8.00000000000000e-01,6.00000000000000e-01
5.00120400000033e-06,2.63414110789426e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996199312118e-01,8.00000000000000e-01,6.00000000000000e-01
5.00160400000033e-06,-6.80816142058582e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996153077986e-01,8.00000000000000e-01,6.00000000000000e-01
5.00200400000033e-06,2.63442891378644e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996199058815e-01,8.00000000000000e-01,6.00000000000000e-01
5.00240400000033e-06,-6.79964015371302e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996153674013e-01,8.00000000000000e-01,6.00000000000000e-01
5.00280400000033e-06,2.63101089312485e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996199810531e-01,8.00000000000000e-01,6.00000000000000e-01
5.00310000000000e-06,-6.84225832808901e-08,6.00000000000000e-01,0.00000000000000e+00,5.99996155705636e-01,8.00000000000000e-01,6.00000000000000e-01
