Time,i(vdd)
1.67772160000000e-09,-5.86080757073067e-08
3.35544320000000e-09,5.73217233056891e-08
6.71088640000000e-09,-5.85867701715008e-08
1.06908864000000e-08,5.72913956535347e-08
1.46708864000000e-08,-5.85896470754721e-08
1.86508864000000e-08,5.72812788128110e-08
2.26308864000000e-08,-5.86088193240489e-08
2.66108864000000e-08,5.72942699380530e-08
3.05908864000000e-08,-5.85957475231057e-08
3.45708864000000e-08,5.72884356696062e-08
3.85508864000000e-08,-5.86063449587728e-08
4.25308864000000e-08,5.72978044592134e-08
4.65108864000000e-08,-5.85969518436565e-08
5.04908864000000e-08,5.72857480383770e-08
5.44708864000000e-08,-5.86116841914214e-08
5.84508864000000e-08,5.72810658148485e-08
6.24308864000000e-08,-5.85894140422890e-08
6.64108864000000e-08,5.73051901131351e-08
7.03908864000000e-08,-5.86021920644568e-08
7.43708864000000e-08,5.72797508499573e-08
7.83508864000000e-08,-5.85937177621015e-08
8.23308864000000e-08,5.73001912325730e-08
8.63108864000000e-08,-5.86041435159444e-08
9.02908864000000e-08,5.72849660306521e-08
9.42708864000000e-08,-5.86259089186358e-08
9.82508864000000e-08,5.73076738559172e-08
1.02230886400000e-07,-5.85850345039282e-08
1.06210886400000e-07,5.72837778341244e-08
1.10190886400000e-07,-5.86217381736175e-08
1.14170886400000e-07,5.73053652513421e-08
1.18150886400000e-07,-5.85870443764425e-08
1.22130886400000e-07,5.72777548259767e-08
1.26110886400000e-07,-5.86235870321667e-08
1.30090886400000e-07,5.73023395816786e-08
1.34070886400000e-07,-5.85796087121518e-08
1.38050886400000e-07,5.72846010238921e-08
1.42030886400000e-07,-5.86169332120018e-08
1.46010886400000e-07,5.73063277138453e-08
1.49990886400000e-07,-5.85853945363857e-08
1.53970886400000e-07,5.72774869964944e-08
1.57950886400000e-07,-5.86150016562550e-08
1.61930886400000e-07,5.72985012931814e-08
1.65910886400000e-07,-5.85890669179169e-08
1.69890886400000e-07,5.72761443165931e-08
1.73870886400000e-07,-5.86109923417445e-08
1.77850886400000e-07,5.73049662963100e-08
1.81830886400000e-07,-5.85774548025058e-08
1.85810886400000e-07,5.72816872356747e-08
1.89790886400000e-07,-5.85786828873655e-08
1.93770886400000e-07,5.72769506299413e-08
1.97750886400000e-07,-5.85848880377401e-08
2.00000000000000e-07,5.72718653684701e-08
