0Time,id(m:dff:n21:mn1:1),id(m:dff:n21:mn2:1),id(m:dff:n21:mp1:1),id(m:dff:n21:mp2:1),id(m:dff:n22:mn1:1),id(m:dff:n22:mn2:1),id(m:dff:n22:mp1:1),id(m:dff:n22:mp2:1),id(m:dff:n31:mn1:1),id(m:dff:n31:mn2:1),id(m:dff:n31:mn3:1),id(m:dff:n31:mp1:1),id(m:dff:n31:mp2:1),id(m:dff:n31:mp3:1),id(m:dff:n32:mn1:1),id(m:dff:n32:mn2:1),id(m:dff:n32:mn3:1),id(m:dff:n32:mp1:1),id(m:dff:n32:mp2:1),id(m:dff:n32:mp3:1),id(m:dff:n33:mn1:1),id(m:dff:n33:mn2:1),id(m:dff:n33:mn3:1),id(m:dff:n33:mp1:1),id(m:dff:n33:mp2:1),id(m:dff:n33:mp3:1),id(m:dff:n34:mn1:1),id(m:dff:n34:mn2:1),id(m:dff:n34:mn3:1),id(m:dff:n34:mp1:1),id(m:dff:n34:mp2:1),id(m:dff:n34:mp3:1),v(clk),v(data),v(out)
4.58042775414352e-08,1.19615775528147e-06,2.91644365605612e-09,-2.14038232002415e-11,-1.51491889406853e-06,9.99991102296883e-13,2.44707139246295e-09,-1.04835748882091e-09,-1.01672308258186e-09,1.25845723382044e-07,6.63259352224653e-08,7.17725763688384e-08,-1.89580315586184e-10,-1.55313573874537e-10,-1.55313577106731e-10,5.23355254125485e-09,6.77651924106152e-06,3.98465102697754e-06,-2.11334623059259e-06,-2.38987564511314e-11,-3.98427385064630e-11,4.89175066806681e-07,3.04243367946560e-09,1.58187870442242e-08,-2.19684656348893e-11,-3.82950883455565e-06,-2.91190345637377e-11,2.45839374508134e-07,6.24695980133633e-07,9.26537240220005e-07,-1.55420041440607e-10,-1.17773512569819e-10,-1.55454102667204e-10,1.00000000000000e+00,0.00000000000000e+00,1.00000308910328e+00
4.59516946367079e-08,6.17024551462631e-07,3.05619654527705e-09,-6.94339893946637e-12,-7.68181641340697e-07,1.00017735083762e-12,2.53826950035661e-09,-5.93722734932797e-08,-5.94320768279225e-08,3.08465992816351e-07,2.27043106238685e-07,2.06764959593122e-07,-1.71756218855353e-10,-1.55251984184092e-10,-1.55251984178702e-10,3.23996389324690e-09,5.19049501690706e-06,2.65226037071227e-06,-5.91717518616136e-07,-5.68820451512270e-12,-5.88936686733489e-12,3.09576251583576e-07,3.07484880387979e-09,6.92767284362386e-09,-2.13392262982805e-12,-2.59662702554321e-07,-2.30930667450670e-12,4.29993528356935e-08,5.43839023714708e-08,8.93725880909083e-08,-1.54116190113100e-10,-1.43714963566036e-10,-1.55421901327698e-10,1.00000000000000e+00,0.00000000000000e+00,1.00017316744052e+00
4.62465288272531e-08,2.52784506417232e-07,3.08837256643160e-09,-3.02480989099140e-12,-3.41326177585307e-07,9.99894220664573e-13,2.53988196287733e-09,-3.58224077303014e-08,-3.58576227769652e-08,9.39265155395525e-08,3.79670807123979e-08,6.56846638080979e-08,-1.62432511816907e-10,-1.55308821186935e-10,-1.55308821192333e-10,4.64111073406875e-09,4.54759552423694e-06,1.87159893181443e-06,-9.81753356087022e-09,-9.05160773149396e-14,-8.81628508025393e-14,1.70654608465519e-07,3.11870144583392e-09,1.24566030802111e-08,-2.41822248899065e-13,-2.76580501885520e-08,-2.42486537143822e-13,9.88889201073810e-09,5.71427647886827e-08,7.38401060563904e-08,-1.56053186007288e-10,-1.55116955182578e-10,-1.55357519436242e-10,1.00000000000000e+00,0.00000000000000e+00,9.99895484859109e-01
4.66277195290224e-08,1.34795768828822e-07,3.16273419601166e-09,-1.11941283756541e-12,-1.24576667832007e-07,9.99528162070237e-13,2.55355829538179e-09,-2.72999801444327e-08,-2.73351836494635e-08,1.88225610768950e-07,7.36899013959262e-08,4.74096066272872e-08,-1.57846843172626e-10,-1.55382337699439e-10,-1.55382337718789e-10,3.40257950917643e-09,4.13828518393500e-06,1.42810645924733e-06,-9.02934520624015e-08,-8.20369669912049e-13,-8.24657018189496e-13,1.07519891492285e-07,3.16004909226922e-09,5.24977658892071e-09,-1.86327261809755e-13,-2.17938252454957e-08,-1.88918013808693e-13,1.19852174114174e-09,4.57686465234696e-08,6.25738844142456e-08,-1.54746196644385e-10,-1.53475545410558e-10,-1.55274321238857e-10,1.00000000000000e+00,0.00000000000000e+00,1.00007969618595e+00
4.73901009325610e-08,6.46157840673345e-08,3.18543923193708e-09,-8.23241502640910e-13,-9.06671510280123e-08,9.99927119766241e-13,2.54028180590201e-09,-2.57140805210921e-08,-2.57448508299007e-08,1.65045631845184e-07,4.77345794934049e-08,2.05481738518357e-08,-1.57189377656316e-10,-1.55326841053242e-10,-1.55326841058633e-10,4.46686980639104e-09,3.94006035627960e-06,1.22493681507797e-06,-9.16187850263851e-09,-8.08402357986288e-14,-8.35664895874463e-14,5.80389968294161e-08,3.20913164879246e-09,1.14313851331746e-08,-5.49709646873415e-13,-6.01434887402081e-08,-5.48712323945922e-13,5.66809332932167e-09,4.19346727685583e-08,5.96139243810744e-08,-1.55843129142506e-10,-1.55500958423690e-10,-1.55317180804096e-10,1.00000000000000e+00,0.00000000000000e+00,9.99924931214482e-01
4.87300990168391e-08,3.24734643593708e-08,3.27845433286611e-09,-9.18563041092703e-14,-1.04030033427720e-08,1.00062834694440e-12,2.54803713409904e-09,-2.43074018011757e-08,-2.43420357173601e-08,1.76765699678037e-07,6.03871671842913e-08,3.28740436660991e-08,-1.55500612260187e-10,-1.55229344145832e-10,-1.55229347352816e-10,3.45232394678518e-09,3.84529539397789e-06,1.13171746064940e-06,-3.41029559478023e-08,-3.06871631869602e-13,-3.08432812435729e-13,3.12440717558982e-08,3.26002603700620e-09,4.69562063925404e-09,-1.00990941219894e-13,-1.03626119387107e-08,-1.01108228732003e-13,7.04806460775249e-09,3.98980674034400e-08,5.70667380113731e-08,-1.54813715813350e-10,-1.54613104343112e-10,-1.55392542609612e-10,1.00000000000000e+00,0.00000000000000e+00,1.00007098579439e+00
5.10711243049523e-08,1.72648288857647e-08,3.29324449139141e-09,-3.65479295367502e-13,-4.01424940444383e-08,9.99935641080219e-13,2.53252343813306e-09,-2.31167753276431e-08,-2.31478791325489e-08,1.59452804641900e-07,4.31006106647792e-08,1.54244486906479e-08,-1.56149111533297e-10,-1.55325935793852e-10,-1.55325935799250e-10,4.43134833966655e-09,3.78011156306213e-06,1.06793267353518e-06,-2.42657580957788e-08,-2.13962482602039e-13,-2.20272860458735e-13,1.73906692632231e-08,3.30544070201114e-09,1.12220859592900e-08,-3.99304749019142e-13,-4.33250354983121e-08,-3.97685332429188e-13,5.24054750747342e-09,4.14775524013012e-08,5.85264745595203e-08,-1.55794103956343e-10,-1.55802810548530e-10,-1.55317132421925e-10,1.00000000000000e+00,0.00000000000000e+00,9.99932493804887e-01
5.50711243049523e-08,9.99374132656074e-09,3.36789441957496e-09,-1.13677754114595e-13,-1.24282161413792e-08,1.00006977090472e-12,2.53398054642530e-09,-2.27062137986491e-08,-2.27401854865564e-08,1.61948412555960e-07,4.58698256021689e-08,1.81611242190942e-08,-1.55038357010045e-10,-1.55293944948636e-10,-1.55293944943239e-10,3.46500690922566e-09,3.75504262188303e-06,1.04411945454221e-06,-2.26369433496097e-08,-2.02858889161737e-13,-2.04237376118887e-13,1.03300521182729e-08,3.34897948080559e-09,4.47146116873204e-09,-2.15386734817123e-13,-2.30219728222057e-08,-2.15691589068313e-13,5.97516465181639e-09,4.05231035741366e-08,5.74270896992504e-08,-1.54842583903703e-10,-1.54845858921604e-10,-1.55188370508389e-10,1.00000000000000e+00,0.00000000000000e+00,1.00006632081727e+00
5.51000000000000e-08,1.01107851031959e-08,3.35489439014112e-09,-7.48168025260601e-14,-8.06577284249811e-09,1.00007073917845e-12,2.53334555052134e-09,-4.83997724560861e-09,-4.80747782662893e-09,3.78975465339235e-08,2.82985213344468e-08,3.83529525451922e-08,-1.55474937475683e-10,-1.55293714034035e-10,-1.55293714028569e-10,3.93691044209836e-09,1.04014143759200e-06,9.24612321525095e-07,-3.08097430611447e-09,-2.92584423570874e-14,-2.72026815338104e-14,1.04138189246735e-08,3.34959182765309e-09,6.05567456541509e-09,-3.76427821595791e-14,-5.08049148573461e-09,-3.79990134617332e-14,5.17779758778136e-08,1.84381198438317e-08,1.34426549153631e-08,-1.55207033465791e-10,-1.55239006772650e-10,-1.55187441388982e-10,1.00000000000000e+00,0.00000000000000e+00,1.00001389568075e+00
5.51074512777847e-08,1.00703220793091e-08,2.49772995882361e-09,-1.66293592946064e-11,-1.74639864307047e-06,9.98878998846095e-13,2.44842549944303e-09,-3.86366927211810e-07,-3.84181171991000e-07,1.37168924740879e-05,3.78163361363031e-06,2.25589340212407e-05,-1.96494820430772e-10,-3.87254920795786e-09,-1.56245810411011e-10,9.36314857411993e-09,1.42308025738177e-05,2.97683456284379e-05,-1.14023083439305e-06,-2.58658046434754e-10,-1.11499440483880e-11,9.57161364356453e-09,3.34624235190218e-09,4.42784944686436e-09,-9.98816182148000e-12,-9.89385393919291e-07,-8.58221691193339e-12,3.62176158402652e-07,4.71150329353148e-07,1.21010095060186e-06,-1.63471432092744e-10,-1.80467808985217e-10,-1.55396651315726e-10,9.25487222153453e-01,0.00000000000000e+00,9.98875728481861e-01
5.51223538333540e-08,1.05120246235061e-08,1.38874853629950e-09,-4.31733943005024e-11,-4.35401380487037e-06,9.96495518957642e-13,2.28287523364516e-09,-1.06874075285842e-06,-1.05121292473421e-06,2.52238972612657e-05,1.06204695686411e-05,5.05981605796163e-05,-2.78242370327293e-10,-4.47391799285702e-07,-1.58168315435440e-10,2.56055719649040e-08,3.16992364852176e-05,6.94966083372995e-05,-4.00819592611778e-06,-9.25803348048313e-08,-4.04165868046780e-11,7.75825113796358e-09,3.33955264466574e-09,2.81992634672695e-09,-3.15905851776645e-11,-2.27955584259645e-06,-1.86299507054740e-11,6.00138151364293e-07,1.40225729940027e-06,3.40098222223997e-06,-1.78656982383551e-10,-2.61879932131266e-10,-1.55615236143532e-10,7.76461666460325e-01,0.00000000000000e+00,9.96930773214219e-01
5.51521589444926e-08,1.22198543897387e-08,6.52042120128335e-10,-5.54306071542443e-11,-5.77464456258883e-06,9.95905965428420e-13,2.09652468339242e-09,-1.46116278137039e-06,-1.41800947297007e-06,2.28297242122035e-05,1.55370830526995e-05,6.17119415211372e-05,-3.36103498806479e-10,-2.21122689033199e-05,-1.60524019558223e-10,4.43354902646613e-08,3.80531225283883e-05,8.60587767264926e-05,-1.11192141514564e-05,-4.53133722090283e-06,-8.20777213166052e-11,4.44340949262701e-09,3.31817249955639e-09,2.34174719598187e-09,-9.06354461047024e-11,-2.63210445185867e-06,-2.11589561981142e-11,3.40787441563524e-07,2.46154183639730e-06,5.55011988144704e-06,-1.87705874268637e-10,-6.52991436109420e-10,-1.55867723721611e-10,4.78410555074069e-01,0.00000000000000e+00,9.95867842145548e-01
5.52000000000000e-08,1.13356058665936e-08,1.88234888873400e-09,-5.53478520868939e-12,-5.62667323013937e-07,1.00177241919249e-12,2.34488649708824e-09,-6.24571497223203e-07,-6.17891704270088e-07,3.68402324979117e-05,4.45105135389318e-09,2.72095998748826e-05,-1.45987884157510e-10,-1.12018011582614e-04,-1.57220695703139e-10,3.58044133687872e-06,2.62490680622696e-06,2.97437250205030e-05,-1.53003626979545e-05,-1.50998788828094e-05,-6.73289234589514e-11,3.16364733956626e-09,3.30500246593424e-09,3.37100805550398e-09,-1.52498107996990e-11,-2.19907569045741e-07,-1.94903236730726e-12,5.26357637333685e-07,9.57603419951525e-07,1.61865599833095e-06,-1.43403272865596e-10,-1.17539849801662e-09,-1.55519266227007e-10,0.00000000000000e+00,0.00000000000000e+00,1.00180432818390e+00
5.52059610222277e-08,1.03195575194677e-08,3.61526039836515e-09,-5.22803556091408e-11,-4.04983661408377e-06,1.00460361544880e-12,2.54193874111062e-09,-1.58322648512344e-06,-1.58560060334792e-06,2.58490476235665e-05,5.07503360606326e-10,1.41445980655517e-05,-9.08632496263595e-11,-1.11843919579282e-04,-1.55102315245400e-10,4.12042486974431e-06,1.97800992930962e-06,1.57434641431982e-05,-1.32621200742705e-05,-1.32846156070783e-05,-5.82244464910306e-11,3.65366990284625e-09,3.31027844698991e-09,3.71045204701880e-09,-3.30124805726534e-11,-5.65311495634787e-07,-5.44942479312830e-12,9.87865154992838e-07,2.05519222207442e-07,9.75769879398050e-07,-1.26038513453887e-10,-9.16903617918076e-10,-1.55295723413089e-10,0.00000000000000e+00,0.00000000000000e+00,1.00463144003968e+00
5.52178830666832e-08,8.20931898392548e-09,1.28814428783821e-08,-2.03345574817858e-10,-9.74671851079948e-06,1.00911884262853e-12,2.89032382442803e-09,-3.03429296167568e-06,-3.12008549777911e-06,1.48633466597117e-05,1.07509391910224e-09,5.17607049924304e-07,-4.04348606903895e-11,-1.11460191686076e-04,-1.50953745980493e-10,5.23357539654518e-06,1.04793753856264e-06,1.14571109050782e-06,-9.79772305999930e-06,-1.01187936733288e-05,-4.53754654619259e-11,4.71857635455130e-09,3.32085372000592e-09,4.08118496234360e-09,-6.67436641956558e-11,-1.59501814116104e-06,-1.70879865727765e-11,6.49529791515363e-07,2.09116013970197e-06,3.94912092166281e-06,-1.02688991130583e-10,-5.96417033196257e-10,-1.54849634810246e-10,0.00000000000000e+00,0.00000000000000e+00,1.00911428755728e+00
5.52417271555941e-08,4.73873851663810e-09,1.29243564374608e-07,-7.55200192165905e-10,-1.66672689427036e-05,1.01357243568266e-12,3.24437212646494e-09,-4.25039498461954e-06,-4.64091744035790e-06,1.52146467109161e-05,1.45572470043636e-09,1.59970292967266e-07,-1.34948284900619e-11,-1.10702342766610e-04,-1.43576273947441e-10,6.90983014664657e-06,2.14062809122286e-07,1.61225399852591e-07,-5.33757227002879e-06,-5.87949718010508e-06,-3.03760526315707e-11,6.49093550899086e-09,3.33501899720773e-09,3.86989599186983e-09,-5.35734905874613e-11,-2.15016537849157e-06,-2.44133081578782e-11,1.12238810261528e-06,3.33174843195595e-06,5.27129784888947e-06,-8.37914603807866e-11,-3.36909603908947e-10,-1.54594083595447e-10,0.00000000000000e+00,0.00000000000000e+00,1.01356698723241e+00
5.52894153334159e-08,5.90483375932446e-09,3.95242703729028e-06,-3.00564841458388e-09,-2.23153880405773e-05,1.01552507866130e-12,3.22918307468241e-09,-4.23428434427594e-06,-5.33557539300079e-06,1.49635453910718e-05,1.68842103764971e-09,6.80093082078524e-08,-3.99474013515891e-12,-1.09172025306975e-04,-1.30904149006123e-10,6.66838583170270e-06,1.68105906628599e-09,1.61364507481596e-07,-1.27650939446691e-06,-1.62627216047593e-06,-1.05159471615766e-11,8.79831108356507e-09,3.34865401859364e-09,3.50991153309255e-09,-2.72148217899912e-11,-1.96871415099220e-06,-2.19243128642968e-11,1.59156747685534e-06,2.80472790740540e-06,3.80903245385205e-06,-7.65644255414276e-11,-1.91627288548418e-10,-1.54723205198923e-10,0.00000000000000e+00,0.00000000000000e+00,1.01557759448379e+00
5.53821807391307e-08,2.31380473501800e-05,5.62548985666030e-05,-4.91244663773523e-09,-1.36610165440695e-05,1.01607722384184e-12,2.99987417346939e-09,-2.85855866838662e-06,-5.18470585843718e-06,1.47644504368424e-05,2.06800619170001e-09,6.20377799101601e-08,-5.34029961149908e-12,-1.05017828436220e-04,-1.12465964690126e-10,4.29298816444506e-06,1.69867405186558e-09,1.98641576866151e-06,-5.92523396602550e-07,-1.08939737790833e-06,-2.78819487547290e-11,1.02949244878835e-08,3.35794527629279e-09,3.42444126986989e-09,-3.89732275381954e-11,-6.88057498669671e-06,-4.50647682898693e-11,6.41093847466940e-07,9.17287739765956e-07,1.18334352145641e-06,-7.84457752216126e-11,-1.34434609081173e-10,-1.55098018614004e-10,0.00000000000000e+00,0.00000000000000e+00,1.01509451974823e+00
5.55310378977468e-08,1.51550554104762e-04,1.63957381873383e-04,-2.26229937558867e-09,-2.55538890374823e-06,3.79702745837162e-12,3.19552888191887e-09,-8.57882025538618e-07,-6.33685895243627e-06,1.78559798003374e-06,1.56257920549651e-09,5.59653511165901e-08,-3.53624052533712e-05,-7.88235566508814e-05,-9.00811069848470e-11,3.42082984013751e-06,2.17429841698497e-09,8.96028107101870e-07,-3.49317735080240e-07,-2.77046239145382e-06,-6.45499300890834e-10,1.05599724194601e-08,3.36456690669836e-09,3.37767328240145e-09,-4.90292251280710e-11,-2.18639794645338e-05,-7.09263263908230e-11,5.60283334318401e-07,8.12365664687650e-07,8.76819398440814e-07,-6.74572518373611e-11,-1.07823211549573e-10,-1.55110645866120e-10,0.00000000000000e+00,0.00000000000000e+00,1.01844027413751e+00
5.56663768929048e-08,2.66238531929308e-05,8.89320248041714e-06,-2.24607754840789e-09,-8.75788038713810e-09,1.28037162792412e-09,3.18974471391612e-09,-4.24885149002746e-09,-5.10037619792511e-06,1.31257173885043e-09,6.46722093912259e-10,3.50224975799811e-08,-3.03190877363027e-05,-3.00008819376531e-05,-7.42641098322953e-11,2.94051812745397e-06,2.53661763834019e-09,1.10750754074799e-06,-1.41355059700928e-09,-2.13129315158525e-06,-3.55409114067988e-10,1.00557285717093e-08,3.36512675687167e-09,3.33322458674865e-09,-5.24801337021833e-11,-1.98290579220181e-05,-6.97028594280738e-11,7.12493993904488e-08,2.68937296861502e-07,3.15500448949956e-07,-7.95335115777436e-11,-1.17430931234157e-10,-1.55336485171399e-10,0.00000000000000e+00,0.00000000000000e+00,1.01482540990875e+00
5.58097311940870e-08,2.69990310903271e-05,3.73386320234715e-06,-2.68768841072027e-10,-1.32771276900333e-10,1.51335921778020e-08,3.06219757350535e-09,-7.80088933620956e-12,-9.08720273550415e-07,3.19015601535641e-09,9.15767838789111e-10,2.42877278030798e-08,-1.07203040851826e-06,-1.08071058358191e-06,-1.09201680631624e-11,1.52919759686359e-06,2.79261239109911e-09,1.80951167509539e-06,-3.89346207479116e-13,-4.90981664211780e-08,-7.86221027087806e-13,9.01812984953207e-09,3.35977318666018e-09,3.29178470759736e-09,-3.19671811278706e-11,-4.26721318407249e-06,-3.17318884564540e-11,7.68162458707267e-07,1.35238325524671e-06,1.59404526882775e-06,-1.38122194698329e-10,-1.56588897566878e-10,-1.55576072106370e-10,0.00000000000000e+00,0.00000000000000e+00,1.00264118610229e+00
5.59577603606160e-08,1.80178968118779e-05,3.71841330018777e-06,-1.96015827191619e-10,-1.61288064032349e-10,1.32619707364450e-08,3.30974180820145e-09,-6.44958434447066e-13,-6.73555065053691e-08,1.53174733704607e-09,6.78396584748609e-10,1.91350127919596e-08,-2.44889616086814e-07,-2.34606199254967e-07,-2.07413398745040e-12,6.09982433789983e-07,3.09212854088688e-09,1.05459497454110e-06,-7.19789263405625e-12,-8.00919545058990e-07,-8.78453919908524e-12,8.49855648926640e-09,3.35806628050957e-09,3.38476119780504e-09,-1.60005195916208e-11,-1.71331852317086e-06,-1.43787487922093e-11,1.13151583035374e-07,6.68958958611318e-08,7.34266498588447e-08,-1.53955019029852e-10,-1.72576778883639e-10,-1.55338623818588e-10,0.00000000000000e+00,0.00000000000000e+00,1.00019732851504e+00
5.61221692922701e-08,1.41560018755028e-05,4.96361652514460e-06,-1.54151459890720e-10,-1.47078784881624e-10,1.34889667648537e-08,3.34573678743014e-09,-1.30010067860105e-13,-1.66487129843146e-08,2.23794432613161e-09,8.12646812411106e-10,1.33792541033635e-08,-3.86540557439460e-07,-3.79806218576802e-07,-3.54648743062684e-12,3.63114902688780e-07,2.96810128247595e-09,1.13415197734708e-06,-3.49209453139210e-12,-4.13709908771360e-07,-3.65509936131434e-12,8.70475361338131e-09,3.36040248618042e-09,3.36133967102667e-09,-2.22634306828992e-13,-1.99251839387694e-08,-2.10336948796463e-13,4.88958853142555e-08,3.65753316794292e-08,8.85621147052120e-08,-1.54965408183455e-10,-1.63967886514055e-10,-1.55297724919166e-10,0.00000000000000e+00,0.00000000000000e+00,1.00004748724435e+00
5.64242360086912e-08,1.24807512875440e-05,5.38531541985295e-06,-1.58323431300416e-10,-1.57963448382139e-10,1.26047311528066e-08,3.32826315125593e-09,-3.59541181826495e-13,-4.09016246196318e-08,1.70865577947355e-09,7.26224769308925e-10,1.31886957151976e-08,-1.10544354434137e-07,-1.01610190880470e-07,-8.93046066685611e-13,1.85960093894073e-07,3.19897813773836e-09,1.03207853697632e-06,-2.31835922463955e-12,-2.56882352635647e-07,-2.33066494063876e-12,8.59404793397368e-09,3.36469868318160e-09,3.37351228977908e-09,-1.11696913182126e-12,-1.16846466042953e-07,-1.07900743373270e-12,3.23494138032280e-08,4.67005488536024e-09,3.56771518938070e-08,-1.56145117234892e-10,-1.60647940964735e-10,-1.55222607740865e-10,0.00000000000000e+00,0.00000000000000e+00,9.99881777432882e-01
5.67839874465979e-08,1.13290582869664e-05,5.50650405502779e-06,-1.53200684413361e-10,-1.52165522080433e-10,1.22653306971290e-08,3.34843820795176e-09,-7.22298091976129e-14,-9.64036493160467e-09,2.09737191471753e-09,8.02621912222595e-10,1.03517139802749e-08,-1.40977580705250e-07,-1.32856074451133e-07,-1.19506911705111e-12,1.15889299952938e-07,3.07509770499192e-09,9.70162989817989e-07,-9.08765017410354e-13,-1.02440904015558e-07,-9.08926633870544e-13,8.27805543125066e-09,3.36982192830964e-09,3.35515922900699e-09,-7.61262448422797e-13,-7.91201450484089e-08,-7.50602034800901e-13,4.49938929114818e-08,2.75647903406328e-08,6.45218628874727e-08,-1.55113830094125e-10,-1.57399827981324e-10,-1.55300218999725e-10,0.00000000000000e+00,0.00000000000000e+00,1.00002710424450e+00
5.74985160793165e-08,1.08091035959751e-05,5.52405574107159e-06,-1.57334805400336e-10,-1.57059555872936e-10,1.11713242994243e-08,3.33634501309900e-09,-2.75968354250392e-13,-3.18740512220756e-08,1.73005252287101e-09,7.49574614027622e-10,1.13430808689460e-08,-7.30478760392534e-08,-6.43148249050058e-08,-5.59232241504620e-13,6.14543654551934e-08,3.28583483231665e-09,9.29624836966757e-07,-7.43017991666877e-13,-8.24715239228160e-08,-7.50493648318154e-13,7.57592518601812e-09,3.37433969951399e-09,3.38146852919658e-09,-7.18166706101190e-13,-7.55600742418364e-08,-7.09956371850336e-13,3.51147003922841e-08,1.57431034036766e-08,4.92033982066150e-08,-1.55962340833275e-10,-1.57010044669031e-10,-1.55317387116013e-10,0.00000000000000e+00,0.00000000000000e+00,9.99908070035438e-01
5.89275733447536e-08,1.05646597918664e-05,5.52040462409284e-06,-1.53786156677672e-10,-1.53406139338165e-10,9.80998007191055e-09,3.36365804265082e-09,-7.29926276826959e-14,-9.65803284437588e-09,2.00592472450058e-09,8.21998853619643e-10,9.47762768535978e-09,-8.21054578452193e-08,-7.37782177522363e-08,-6.50748711132881e-13,3.06925092224620e-08,3.18555241720207e-09,9.19271960428858e-07,-1.21554758731593e-13,-1.31088068699872e-08,-1.16108645174943e-13,7.04581363249575e-09,3.38339202062827e-09,3.38053703457325e-09,-5.11435171348590e-13,-5.28416958809390e-08,-5.10203285761326e-13,3.73052573405864e-08,1.87930962700493e-08,5.22672163205099e-08,-1.55113802309270e-10,-1.55566496436031e-10,-1.55351729262555e-10,0.00000000000000e+00,0.00000000000000e+00,1.00002716846348e+00
6.13733970789455e-08,1.04249202110395e-05,5.51783227114863e-06,-1.57010024663848e-10,-1.56938463591786e-10,8.06256057230155e-09,3.36255702857404e-09,-2.31994983687846e-13,-2.70413418846851e-08,1.64705346120272e-09,7.93913501257002e-10,1.09532290008617e-08,-6.84884835935646e-08,-5.97812105508744e-08,-5.18598219729664e-13,1.63408041935224e-08,3.39343164999928e-09,9.02773472643573e-07,-2.80608385733386e-13,-3.14099123705911e-08,-2.86658618214387e-13,6.06264667596688e-09,3.39255825975966e-09,3.39512516885682e-09,-5.83713278309246e-13,-6.11635736171037e-08,-5.80916138216965e-13,3.38220556213266e-08,1.52553215609294e-08,4.82071096506541e-08,-1.55867326190230e-10,-1.55962560656032e-10,-1.55410523962963e-10,0.00000000000000e+00,0.00000000000000e+00,9.99922153077844e-01
6.50000000000000e-08,1.03334985468690e-05,5.51294392850743e-06,-1.53928910906900e-10,-1.53711897235194e-10,6.64169533061871e-09,3.39394561514166e-09,-9.27684533852346e-14,-1.18469265222143e-08,1.84653035180988e-09,8.75506865007692e-10,9.16778109420030e-09,-6.77801566728287e-08,-5.94088394768260e-08,-5.19405300427097e-13,1.01825491603985e-08,3.27332938649398e-09,9.02824844231840e-07,-4.57902979589581e-14,-5.61635021974099e-09,-5.15341838374969e-14,5.39533968139613e-09,3.40221393581703e-09,3.40287084999072e-09,-4.53053061049226e-13,-4.65721565506614e-08,-4.53052444790221e-13,3.44081737311958e-08,1.59142395212726e-08,4.86641326334441e-08,-1.55068704475626e-10,-1.55185223607732e-10,-1.55303199037677e-10,0.00000000000000e+00,0.00000000000000e+00,1.00003355352366e+00
6.50100000000000e-08,5.88305886552706e-06,2.40860626206026e-06,-1.40554260955245e-10,-1.00632193676865e-10,8.20435393686088e-09,3.67526054130124e-09,-3.64947659732189e-12,-5.85335810486500e-07,6.53890664273302e-10,4.41103850312349e-08,5.90573811649564e-06,-3.25372096764274e-06,-2.97602578503895e-06,-4.17917135139359e-11,4.91987611061953e-09,1.08920750959611e-07,7.54584745851806e-06,-3.95144932511475e-11,-3.90729124061153e-06,-5.53076775276387e-11,7.36404926573124e-09,3.41575394418543e-09,4.13081162373560e-09,-4.02111463531216e-12,-7.29225958643165e-07,-7.13199989845848e-12,1.09520182106183e-06,1.18811831389036e-06,3.37372212263398e-06,-1.43544655614249e-10,-8.81788808083879e-11,-1.55050230116612e-10,9.99999999999810e-02,0.00000000000000e+00,1.00171313135789e+00
6.50300000000000e-08,3.85587503112411e-06,8.71467465376637e-06,-1.16145164350257e-10,-5.08392872946388e-11,1.14255689737225e-08,4.17267361184575e-09,-4.36115380946502e-12,-1.29448994725275e-06,8.39597225443925e-11,6.94874004391504e-06,3.64582874663847e-05,-8.41235678330271e-06,-5.90133286516636e-06,-1.81067207281524e-10,5.22524801762745e-09,1.16763276324501e-05,4.32485773230912e-05,-1.25173750856074e-10,-8.57445808294010e-06,-2.83424526003293e-10,1.28632843570706e-08,3.44298333590197e-09,4.77155500659974e-09,-4.82913203673091e-12,-2.16648189105320e-06,-2.46626302201596e-11,1.27048778884553e-06,2.95484759836714e-06,7.17305939131170e-06,-1.30390386362155e-10,-3.11985003221347e-11,-1.54671671023745e-10,2.99999999999943e-01,0.00000000000000e+00,1.00378891249869e+00
6.50700000000000e-08,1.91748510552676e-06,3.10013803464187e-07,-9.41280718377807e-11,-7.74791510576528e-11,9.24532953260907e-09,3.87598211114181e-09,-6.94259276391411e-13,-1.54617940196725e-07,2.23930424460292e-11,5.73839018524384e-05,9.00246342406772e-05,-5.29068635922921e-06,-6.00159221364083e-07,-8.28225993346925e-11,4.69253236238853e-05,1.52249914170343e-04,1.59303135213357e-04,-3.72558957649497e-10,-2.27363159596386e-06,-4.50021937526043e-10,1.66995516721698e-08,3.45589919714893e-09,3.45372899070426e-09,-5.91521497539266e-12,-3.80868080817840e-06,-5.13616781452681e-11,1.52652348245815e-06,1.76203164443286e-06,2.47859288288858e-06,-1.51809233208818e-10,-1.87172216978579e-11,-1.54892143477971e-10,6.99999999999867e-01,0.00000000000000e+00,1.00044665862096e+00
