VDD,Corner,Temperature,Power
0.6,TT,0,5.335100467872694e-09
0.6,TT,70,1.2545899202554418e-08
0.6,FF,0,3.999250346810034e-09
0.6,FF,70,1.9830185523134065e-08
0.6,FF,27,9.092092963287777e-09
0.6,TT,27,7.759296474165969e-09
0.8,TT,0,5.630562989952659e-09
0.8,TT,70,2.553158741986452e-08
0.8,FF,0,1.948456016021738e-08
0.8,FF,70,3.73762002364457e-08
0.8,FF,27,2.15064702842612e-08
0.8,TT,27,1.0226278808493536e-08
0.45,TT,0,7.95629745255371e-10
0.45,TT,70,6.219180488584192e-09
0.45,FF,0,2.974957361244118e-09
0.45,FF,70,9.015037159635173e-09
0.45,FF,27,4.301740526604026e-09
0.45,TT,27,2.4728876809903856e-09
0.55,TT,0,4.3454932446622964e-09
0.55,TT,70,9.032250861515209e-09
0.55,FF,0,4.841754269699174e-09
0.55,FF,70,1.6558331171592932e-08
0.55,FF,27,8.936062445697536e-09
0.55,TT,27,5.465075666313965e-09
0.7,TT,0,3.767135728727257e-09
0.7,TT,70,1.9186210208644128e-08
0.7,FF,0,8.262124426197468e-09
0.7,FF,70,2.525718749787493e-08
0.7,FF,27,1.2190638710808697e-08
0.7,TT,27,9.1486014592786e-09
0.65,TT,0,4.847104501520112e-09
0.65,TT,70,1.6199095765024735e-08
0.65,FF,0,4.5013800829439134e-09
0.65,FF,70,2.2320668906954723e-08
0.65,FF,27,9.550323658976538e-09
0.65,TT,27,8.88765300687571e-09
0.75,TT,0,3.567942989438926e-09
0.75,TT,70,1.9774854037849644e-08
0.75,FF,0,1.3992274258657712e-08
0.75,FF,70,2.9972495614822135e-08
0.75,FF,27,1.7384962944903463e-08
0.75,TT,27,9.17100602235384e-09
0.5,TT,0,1.8337284916848947e-09
0.5,TT,70,6.979884989906939e-09
0.5,FF,0,5.133656168130156e-09
0.5,FF,70,1.2455116344833926e-08
0.5,FF,27,7.420926844146912e-09
0.50,TT,27,3.0131163285212286e-09
