VDD,Corner,Temperature,Power
0.6,TT,70,2.939076117154032e-09
0.6,FF,27,1.6378501309052915e-10
0.6,FF,70,1.6939854884896935e-09
0.6,TT,0,5.389855577924505e-09
0.6,FF,0,2.712640272446861e-09
0.6,TT,27,2.1894785521107856e-09
0.8,TT,70,4.198324276513737e-09
0.8,FF,27,1.197867982294756e-09
0.8,FF,70,4.1141649329502766e-09
0.8,TT,0,9.860563558601911e-10
0.8,FF,0,5.946713881949006e-10
0.8,TT,27,5.37131681623283e-10
0.45,TT,70,2.429047797346264e-09
0.45,FF,27,4.625567384446488e-09
0.45,FF,70,4.839111966673391e-10
0.45,TT,0,1.3527004006067171e-09
0.45,FF,0,2.83576158584423e-09
0.45,TT,27,8.665319412435809e-11
0.55,TT,70,5.342741158317075e-09
0.55,FF,27,3.7830124880548e-09
0.55,FF,70,1.272927861481417e-09
0.55,TT,0,1.1793529152604611e-09
0.55,FF,0,5.199065784523912e-09
0.55,TT,27,1.457171339383079e-09
0.7,TT,70,2.204908079336645e-09
0.7,FF,27,3.5054774413070702e-09
0.7,FF,70,5.966503578928227e-09
0.7,TT,0,1.1145583715732716e-09
0.7,FF,0,4.198209610104241e-09
0.7,TT,27,1.4089218564110435e-10
0.65,TT,70,8.347462732262269e-10
0.65,FF,27,4.478610450356717e-09
0.65,FF,70,5.613987852169376e-09
0.65,TT,0,3.2218671172248646e-09
0.65,FF,0,5.819661275520675e-09
0.65,TT,27,3.098900811695451e-09
0.75,TT,70,4.5636990861347775e-09
0.75,FF,27,2.401629222674749e-09
0.75,FF,70,4.654559377642578e-09
0.75,TT,0,9.016446145317563e-10
0.75,FF,0,5.407854103554942e-10
0.75,TT,27,1.161535657659862e-09
0.5,TT,70,3.972384641621861e-10
0.5,FF,27,1.1888007716076544e-10
0.5,FF,70,4.812693533289729e-09
0.5,TT,0,3.576840798396666e-09
0.5,FF,0,3.024163664061381e-09
0.5,TT,27,5.086649019605248e-09
0.575,TT,70,4.087357293993285e-09
0.575,FF,27,2.9934099782168983e-09
0.575,FF,70,4.5536656759968117e-10
0.575,TT,0,3.427274755750521e-09
0.575,FF,00,1.9627900747211256e-09
