AIM-Spice kernel Version 2022.100  (Built on Aug 12 2022)
Circuit: *include DFFFF.cir
Analysis: Transient Analysis
Started on: tor. nov. 16 15:32:03 2023
Time v(clk) v(data) v(out)
1.00000000000000e-08,6.00000000000000e-01,0.00000000000000e+00,2.03561420748927e-05
1.00100000000000e-08,6.00000000000000e-01,5.99999999999985e-02,1.09321389458877e-05
1.00300000000000e-08,6.00000000000000e-01,1.79999999999996e-01,1.71828472364521e-06
1.00700000000000e-08,6.00000000000000e-01,4.19999999999990e-01,-3.48237959192643e-06
1.01000000000000e-08,6.00000000000000e-01,5.99999999999995e-01,-2.74238471714705e-06
1.01080000000000e-08,6.00000000000000e-01,6.00000000000000e-01,-2.08161914821980e-06
1.01240000000000e-08,6.00000000000000e-01,6.00000000000000e-01,1.07826204791273e-07
1.01560000000000e-08,6.00000000000000e-01,6.00000000000000e-01,3.07473191817759e-06
1.02200000000000e-08,6.00000000000000e-01,6.00000000000000e-01,3.36341015759120e-06
1.03480000000000e-08,6.00000000000000e-01,6.00000000000000e-01,-2.48495197526649e-07
1.06040000000000e-08,6.00000000000000e-01,6.00000000000000e-01,2.56709603758086e-06
1.11160000000000e-08,6.00000000000000e-01,6.00000000000000e-01,6.54559746546095e-07
1.21400000000000e-08,6.00000000000000e-01,6.00000000000000e-01,2.06157822110493e-06
1.41880000000000e-08,6.00000000000000e-01,6.00000000000000e-01,5.15959853424584e-07
1.51000000000000e-08,6.00000000000000e-01,6.00000000000000e-01,1.71086122200109e-06
1.51100000000000e-08,5.39999999999991e-01,6.00000000000000e-01,-4.89563516360841e-05
1.51300000000000e-08,4.19999999999994e-01,6.00000000000000e-01,-1.13007359993846e-04
1.51700000000000e-08,1.80000000000000e-01,6.00000000000000e-01,-6.66050261043452e-05
1.52000000000000e-08,0.00000000000000e+00,6.00000000000000e-01,1.53757940338214e-04
1.52080000000000e-08,0.00000000000000e+00,6.00000000000000e-01,2.55022561550765e-04
1.52240000000000e-08,0.00000000000000e+00,6.00000000000000e-01,3.44247785922236e-04
1.52560000000000e-08,0.00000000000000e+00,6.00000000000000e-01,1.96549090554506e-04
1.53200000000000e-08,0.00000000000000e+00,6.00000000000000e-01,-1.45557402348291e-04
1.54480000000000e-08,0.00000000000000e+00,6.00000000000000e-01,-1.16447002411372e-04
1.57040000000000e-08,0.00000000000000e+00,6.00000000000000e-01,-8.70980971345633e-05
1.60991831003288e-08,0.00000000000000e+00,6.00000000000000e-01,8.74593727996902e-05
