Time,i(vdd)
6.00189316455839e-06,-1.58644248731609e-07
6.04189316455839e-06,1.53044340108393e-07
6.08189316455839e-06,-1.58244117819317e-07
6.12189316455839e-06,1.52623687120747e-07
6.16189316455839e-06,-1.57828577372255e-07
6.20189316455839e-06,1.52230456946975e-07
6.24189316455839e-06,-1.57438712399932e-07
6.28189316455839e-06,1.51819970355478e-07
6.32189316455839e-06,-1.57030878979177e-07
6.36189316455839e-06,1.51435960193606e-07
6.40189316455839e-06,-1.56649200888589e-07
6.44189316455839e-06,1.51034259942670e-07
6.48189316455839e-06,-1.56249694720054e-07
6.52189316455839e-06,1.50658793043188e-07
6.56189316455839e-06,-1.55876341184534e-07
6.60189316455838e-06,1.50265489150496e-07
6.64189316455838e-06,-1.55485112825067e-07
6.68189316455838e-06,1.49898297837506e-07
6.72189316455838e-06,-1.55119959189876e-07
6.76189316455838e-06,1.49513174794389e-07
6.80189316455838e-06,-1.54736853800158e-07
6.84189316455838e-06,1.49154064938214e-07
6.88189316455838e-06,-1.54379733846010e-07
6.92189316455838e-06,1.48776941257772e-07
6.96189316455838e-06,-1.54004588278721e-07
7.00189316455838e-06,1.48425744388394e-07
7.04189316455838e-06,-1.53655329063729e-07
7.08189316455838e-06,1.48056445182682e-07
7.12189316455838e-06,-1.53287966026896e-07
7.16189316455838e-06,1.47712984074301e-07
7.20189316455838e-06,-1.52946405908110e-07
7.24189316455838e-06,1.47351348332662e-07
7.28189316455838e-06,-1.52586657344671e-07
7.32189316455838e-06,1.47015454959922e-07
7.36189316455838e-06,-1.52252624359029e-07
7.40189316455838e-06,1.46661311278283e-07
7.44189316455838e-06,-1.51900326816795e-07
7.48189316455838e-06,1.46332823916343e-07
7.52189316455838e-06,-1.51573658762374e-07
7.56189316455838e-06,1.45986010431090e-07
7.60189316455838e-06,-1.51228651704737e-07
7.64189316455838e-06,1.45664769096773e-07
7.68189316455838e-06,-1.50909190091890e-07
7.72189316455838e-06,1.45325129176219e-07
7.76189316455837e-06,-1.50571317499430e-07
7.80189316455837e-06,1.45010977973368e-07
7.84189316455837e-06,-1.50258907529962e-07
7.88189316455837e-06,1.44678357005047e-07
7.92189316455837e-06,-1.49928015006928e-07
7.96189316455837e-06,1.44371143229389e-07
8.00000000000000e-06,-1.49614988887733e-07
