VDD,Corner,Temperature,Power
0.575,TT,0,1.8294858773164826e-08
0.575,FF,0,1.2297001253641848e-08
0.575,TT,27,1.5434649128041914e-08
0.575,TT,70,1.6132855549608263e-08
0.575,FF,27,4.407350424745173e-08
0.575,FF,70,1.4521069573318913e-08
0.7,TT,0,6.332363327839572e-09
0.7,FF,0,2.20792921773127e-08
0.7,TT,27,1.2459531215006836e-08
0.7,TT,70,6.381421027173423e-08
0.7,FF,27,6.24139369705925e-08
0.7,FF,70,6.150773322499782e-08
0.6,TT,0,1.1580395500150445e-08
0.6,FF,0,2.9080296482264063e-08
0.6,TT,27,1.5566854085764043e-09
0.6,TT,70,2.4744992146022122e-08
0.6,FF,27,3.2372797923710718e-09
0.6,FF,70,6.430851744664397e-08
0.5,TT,0,1.4707326671013838e-08
0.5,FF,0,1.3751801277036094e-08
0.5,TT,27,1.7341605467551732e-08
0.5,TT,70,2.2442294996103458e-08
0.5,FF,27,1.4013325125800882e-08
0.5,FF,70,1.9657512054297187e-08
0.65,TT,0,3.965921385104177e-08
0.65,FF,0,2.3521105874387157e-10
0.65,TT,27,4.25049147876441e-08
0.65,TT,70,1.525923258124264e-08
0.65,FF,27,2.8191563913849776e-08
0.65,FF,70,7.9725608108256e-08
0.55,TT,0,7.1251607337130405e-09
0.55,FF,0,1.3576627030026468e-08
0.55,TT,27,5.550960717283354e-09
0.55,TT,70,2.8248597587757463e-08
0.55,FF,27,4.105881522867025e-09
0.55,FF,70,2.0621716290716004e-08
0.8,TT,0,5.508872462563562e-08
0.8,FF,0,8.71643147648161e-10
0.8,TT,27,3.93855118837774e-08
0.8,TT,70,8.199172544593912e-08
0.8,FF,27,3.659917643024725e-09
0.8,FF,70,4.0067138186230426e-08
0.775,TT,0,3.945008927889593e-08
0.775,FF,0,1.8710972706863625e-08
0.775,TT,27,3.32412256141456e-08
0.775,TT,70,8.181264503904557e-08
0.775,FF,27,8.579848535814323e-09
0.775,FF,70,1.1875288754872241e-07
0.475,TT,0,1.2286166943427449e-08
0.475,FF,0,1.8484869246960326e-09
0.475,TT,27,3.4539003205428275e-10
0.475,TT,70,1.0080876387379311e-08
0.475,FF,27,4.243181591900696e-09
0.475,FF,70,2.976267176934277e-08
0.45,TT,0,3.6524054022937956e-10
0.45,FF,0,1.1537577281690216e-08
0.45,TT,27,3.613987228882331e-09
0.45,TT,70,1.1942074906173561e-08
0.45,FF,27,1.8155659359643173e-08
0.45,FF,70,2.6544321996634374e-08
0.525,TT,0,2.1227712375738808e-09
0.525,FF,0,8.211023963157623e-09
0.525,TT,27,1.8404216212375532e-08
0.525,TT,70,2.6439084974016225e-08
0.525,FF,27,2.904141594784084e-09
0.525,FF,70,3.0783353795724484e-08
0.4,TT,0,3.906500104414001e-09
0.4,FF,0,2.9116728863444622e-09
0.4,TT,27,6.4443001621938675e-09
0.4,TT,70,1.122403783645161e-08
0.4,FF,27,5.99282891015681e-09
0.4,FF,70,1.4316113627085732e-08
0.625,TT,0,3.542014899397007e-08
0.625,FF,0,1.4127484962068942e-08
0.625,TT,27,4.990842659711674e-09
0.625,TT,70,3.42781096894331e-08
0.625,FF,27,1.0314019929234128e-08
0.625,FF,70,7.074965142484814e-08
0.725,TT,0,2.157136382804105e-08
0.725,FF,0,2.6485881324713573e-08
0.725,TT,27,2.566639651616021e-09
0.725,TT,70,2.3107535576826613e-08
0.725,FF,27,2.473270204688385e-09
0.725,FF,70,5.5605250890808974e-08
0.675,TT,0,1.5648275544336562e-08
0.675,FF,0,5.207807284860553e-08
0.675,TT,27,4.843100835101384e-08
0.675,TT,70,1.2161474335245992e-08
0.675,FF,27,1.6866014480562427e-08
0.675,FF,70,9.016951323296684e-08
0.75,TT,0,8.859330166358369e-09
0.75,FF,0,2.5630339580232872e-08
0.75,TT,27,8.887780399650423e-09
0.75,TT,70,4.904339543939456e-08
0.75,FF,27,8.051725815716425e-09
0.750,FF,70,9.685568553025456e-08
