VDD,Corner,Temperature,Power
0.575,TT,27,9.603564053118707e-10
0.575,FF,0,3.4184502310608996e-09
0.575,TT,0,6.436339907878976e-09
0.575,FF,70,1.9656555395580896e-08
0.575,FF,27,1.9528908319141093e-08
0.575,TT,70,2.4464085630158053e-08
0.7,TT,27,1.496664551204075e-08
0.7,FF,0,4.0026169306454894e-08
0.7,TT,0,2.9480669940204283e-08
0.7,FF,70,7.986460470724457e-08
0.7,FF,27,1.4183569841668755e-11
0.7,TT,70,1.964647384512485e-08
0.6,TT,27,2.3353203647787e-09
0.6,FF,0,2.8137832194083355e-08
0.6,TT,0,4.1382950233250764e-09
0.6,FF,70,4.4306745200488664e-08
0.6,FF,27,1.278935212967282e-08
0.6,TT,70,1.2603429581188113e-08
0.5,TT,27,5.061968424075215e-09
0.5,FF,0,2.3106198172426307e-09
0.5,TT,0,4.551987829275343e-09
0.5,FF,70,2.7666584879463644e-08
0.5,FF,27,2.75624321071691e-09
0.5,TT,70,1.6365271907387e-08
0.65,TT,27,4.873421687134485e-09
0.65,FF,0,1.1643599513022233e-08
0.65,TT,0,9.273016166454673e-09
0.65,FF,70,3.653594141476362e-08
0.65,FF,27,4.8690247829491984e-08
0.65,TT,70,1.0580592919990929e-08
0.55,TT,27,1.6339434388067643e-08
0.55,FF,0,1.1045926516702317e-08
0.55,TT,0,4.589431771990622e-09
0.55,FF,70,2.6212980086717143e-08
0.55,FF,27,2.3842457271300712e-08
0.55,TT,70,1.9625563256071496e-08
0.8,TT,27,6.622208254821762e-09
0.8,FF,0,5.8698750858622834e-08
0.8,TT,0,1.661384025380521e-08
0.8,FF,70,4.493229842573179e-08
0.8,FF,27,4.5002360255222367e-08
0.8,TT,70,3.5860740211174984e-08
0.775,TT,27,5.469746339096112e-08
0.775,FF,0,4.1570815469450123e-08
0.775,TT,0,1.8617381867880985e-08
0.775,FF,70,3.5641829327257463e-08
0.775,FF,27,2.8156174844228696e-08
0.775,TT,70,4.022291606464615e-08
0.475,TT,27,1.0615799471008762e-08
0.475,FF,0,1.2948615239169176e-08
0.475,TT,0,8.449633554735631e-10
0.475,FF,70,1.91729608875495e-08
0.475,FF,27,1.4844057823147332e-08
0.475,TT,70,9.04132942659522e-09
0.45,TT,27,2.591214406215941e-09
0.45,FF,0,7.371441095174905e-09
0.45,TT,0,5.310760285885384e-10
0.45,FF,70,1.5231029117505097e-08
0.45,FF,27,7.496244516821775e-09
0.45,TT,70,1.0640392038512734e-08
0.525,TT,27,9.614745995907925e-09
0.525,FF,0,1.5990663698052315e-08
0.525,TT,0,1.0494489759781344e-08
0.525,FF,70,1.5415057241822326e-08
0.525,FF,27,2.396706139577476e-09
0.525,TT,70,1.2895217595912388e-08
0.4,TT,27,5.660005422355273e-09
0.4,FF,0,2.033580140394297e-09
0.4,TT,0,2.2845862030001844e-09
0.4,FF,70,1.3260147173692354e-08
0.4,FF,27,5.159687893442622e-09
0.4,TT,70,1.098597584660477e-08
0.625,TT,27,3.2307441041128356e-10
0.625,FF,0,3.769885094129104e-08
0.625,TT,0,1.5410750963336362e-08
0.625,FF,70,4.1138002175535536e-08
0.625,FF,27,3.695293799052057e-08
0.625,TT,70,9.869918559818632e-09
0.725,TT,27,8.267415989388751e-09
0.725,FF,0,1.0531622663009332e-08
0.725,TT,0,3.907238389375136e-08
0.725,FF,70,2.748063276926481e-08
0.725,FF,27,6.287568377164209e-08
0.725,TT,70,2.7744471461519167e-08
0.675,TT,27,2.1175130784277826e-08
0.675,FF,0,4.326965474074997e-08
0.675,TT,0,1.54131508139776e-09
0.675,FF,70,3.206354277256449e-08
0.675,FF,27,2.0008171298629754e-09
0.675,TT,70,1.3688729970148077e-08
0.75,TT,27,4.416328326818177e-08
0.75,FF,0,2.5118807106391483e-08
0.75,TT,0,1.7214455135838658e-08
0.75,FF,70,2.9655445600704976e-08
0.75,FF,27,6.069527947661678e-08
0.750,TT,70,4.421711207943986e-08
