VDD,Corner,Temperature,Power
0.575,FF,0,6.884716254907612e-09
0.575,FF,70,2.8891103295835042e-08
0.575,TT,0,4.469855762639093e-09
0.575,FF,27,1.3667011986109776e-08
0.575,TT,70,1.932874529713466e-08
0.575,TT,27,9.371663272374776e-09
0.7,FF,0,2.621101011534368e-08
0.7,FF,70,5.5590816011821065e-08
0.7,TT,0,1.012078727780558e-08
0.7,FF,27,3.537975178832764e-08
0.7,TT,70,3.0395010998178875e-08
0.7,TT,27,1.5884755524197246e-08
0.6,FF,0,9.711357401912025e-09
0.6,FF,70,3.2461984227641135e-08
0.6,TT,0,4.270159472333532e-09
0.6,FF,27,1.6525176075754826e-08
0.6,TT,70,2.078558242496336e-08
0.6,TT,27,9.616549491990507e-09
0.5,FF,0,6.5841481130869755e-09
0.5,FF,70,2.2406541598586368e-08
0.5,TT,0,5.746976055570815e-09
0.5,FF,27,1.1583973210372424e-08
0.5,TT,70,1.4761082097210349e-08
0.5,TT,27,8.380509755096735e-09
0.65,FF,0,1.7791552765329887e-08
0.65,FF,70,4.25530136995683e-08
0.65,TT,0,5.5461764783764934e-09
0.65,FF,27,2.488582981314509e-08
0.65,TT,70,2.4721888712498733e-08
0.65,TT,27,1.15107684903004e-08
0.55,FF,0,5.519514067182137e-09
0.55,FF,70,2.613773650146949e-08
0.55,TT,0,5.257902369776622e-09
0.55,FF,27,1.2108246090323136e-08
0.55,TT,70,1.7875552561350284e-08
0.55,TT,27,9.3487493737858e-09
0.8,FF,0,3.73549181677424e-08
0.8,FF,70,8.545029101722281e-08
0.8,TT,0,2.4457009694306602e-08
0.8,FF,27,5.3957591433849234e-08
0.8,TT,70,4.89993224803034e-08
0.8,TT,27,3.141864921810215e-08
0.775,FF,0,3.54869248409202e-08
0.775,FF,70,7.796504281503824e-08
0.775,TT,0,2.0499636511467648e-08
0.775,FF,27,4.958301736359553e-08
0.775,TT,70,4.352097402389609e-08
0.775,TT,27,2.6901256540529472e-08
0.475,FF,0,7.404715293432612e-09
0.475,FF,70,2.0648940037350546e-08
0.475,TT,0,4.803950784918524e-09
0.475,FF,27,1.1426676766278194e-08
0.475,TT,70,1.3084743638947302e-08
0.475,TT,27,7.211321624459869e-09
0.45,FF,0,6.758109628297814e-09
0.45,FF,70,1.8488986259072498e-08
0.45,TT,0,3.655345659839018e-09
0.45,FF,27,1.0296526836374006e-08
0.45,TT,70,1.1654079197319414e-08
0.45,TT,27,6.099241878145427e-09
0.525,FF,0,5.618372601642628e-09
0.525,FF,70,2.4000271055987832e-08
0.525,TT,0,5.8731639669087075e-09
0.525,FF,27,1.1545646236145658e-08
0.525,TT,70,1.6381888429095537e-08
0.525,TT,27,9.101884992063214e-09
0.4,FF,0,3.5435063143387007e-09
0.4,FF,70,1.4017026580088936e-08
0.4,TT,0,2.148115158308049e-09
0.4,FF,27,6.827943969538387e-09
0.4,TT,70,8.856219928482867e-09
0.4,TT,27,4.2180970439149315e-09
0.625,FF,0,1.343851837975225e-08
0.625,FF,70,3.702288459937531e-08
0.625,TT,0,4.530542338468461e-09
0.625,FF,27,2.0375437239491282e-08
0.625,TT,70,2.2600707576530922e-08
0.625,TT,27,1.0321980057130129e-08
0.725,FF,0,2.9871682906971496e-08
0.725,FF,70,6.29820112111259e-08
0.725,TT,0,1.3254662212743242e-08
0.725,FF,27,4.023461558686247e-08
0.725,TT,70,3.4085827326008336e-08
0.725,TT,27,1.909055412213836e-08
0.675,FF,0,2.2270249231298083e-08
0.675,FF,70,4.873611613913789e-08
0.675,TT,0,7.352131356779017e-09
0.675,FF,27,3.0031470901306415e-08
0.675,TT,70,2.7268715946305443e-08
0.675,TT,27,1.3284780038531725e-08
0.75,FF,0,3.2999812372041736e-08
0.75,FF,70,7.056558422572488e-08
0.75,TT,0,1.6736746767320746e-08
0.75,FF,27,4.5049108271939375e-08
0.75,TT,70,3.860732752929468e-08
0.750,TT,27,2.270969027393198e-08
