VDD,Corner,Temperature,Power
0.6,TT,27,1.8559387095084943e-08
0.6,FF,70,3.415228279543271e-08
0.6,FF,27,2.6901841690360003e-08
0.6,TT,70,7.427000797624341e-09
0.6,TT,0,2.396045902303928e-08
0.6,FF,0,2.8559522961010503e-08
0.8,TT,27,6.7853925074110935e-09
0.8,FF,70,7.640439497373948e-08
0.8,FF,27,7.838079104230088e-08
0.8,TT,70,3.843872451016634e-10
0.8,TT,0,4.364863997129016e-08
0.8,FF,0,5.5593791676850784e-08
0.45,TT,27,8.226620988210378e-09
0.45,FF,70,1.4042388839608355e-09
0.45,FF,27,7.073301778838373e-09
0.45,TT,70,6.478711960173193e-09
0.45,TT,0,9.550779939849578e-10
0.45,FF,0,8.364124186832101e-09
0.55,TT,27,1.3182429486397624e-09
0.55,FF,70,2.1967384601519032e-08
0.55,FF,27,2.4862043213197414e-08
0.55,TT,70,5.3053311794776894e-09
0.55,TT,0,5.611745538649901e-09
0.55,FF,0,2.5493994350892413e-08
0.7,TT,27,3.3271486419571553e-08
0.7,FF,70,2.0159866300562263e-08
0.7,FF,27,2.6583941945859788e-08
0.7,TT,70,3.888125870746792e-08
0.7,TT,0,1.859400425606145e-08
0.7,FF,0,5.37306830724923e-08
0.65,TT,27,3.0283451064705074e-08
0.65,FF,70,3.415609766504409e-08
0.65,FF,27,3.0309972522068243e-09
0.65,TT,70,2.7175654402585992e-08
0.65,TT,0,3.0436535459981325e-08
0.65,FF,0,1.3166589284527808e-08
0.75,TT,27,1.6266077555839854e-08
0.75,FF,70,3.5324170125901456e-08
0.75,FF,27,6.150056823998743e-08
0.75,TT,70,4.498588769634332e-08
0.75,TT,0,4.177292670568041e-09
0.75,FF,0,7.324686467162133e-08
0.5,TT,27,8.246847078272715e-09
0.5,FF,70,1.9778550634649235e-09
0.5,FF,27,7.46715540842676e-09
0.5,TT,70,2.967304511832813e-09
0.5,TT,0,9.217904564271032e-09
0.5,FF,0,1.3192273441860002e-08
0.575,TT,27,8.722563036496295e-09
0.575,FF,70,2.9211369079654844e-08
0.575,FF,27,2.7976325981496168e-08
0.575,TT,70,6.461490442067772e-10
0.575,TT,0,1.6514040952332425e-08
0.575,FF,0,1.72038756877035e-08
0.6,TT,27,1.8559387095084943e-08
0.6,FF,70,3.415228279543271e-08
0.6,FF,27,2.6901841690360003e-08
0.6,TT,70,7.427000797624341e-09
0.6,TT,0,2.396045902303928e-08
0.6,FF,0,2.8559522961010503e-08
0.8,TT,27,6.7853925074110935e-09
0.8,FF,70,7.640439497373948e-08
0.8,FF,27,7.838079104230088e-08
0.8,TT,70,3.843872451016634e-10
0.8,TT,0,4.364863997129016e-08
0.8,FF,0,5.5593791676850784e-08
0.45,TT,27,8.226620988210378e-09
0.45,FF,70,1.4042388839608355e-09
0.45,FF,27,7.073301778838373e-09
0.45,TT,70,6.478711960173193e-09
0.45,TT,0,9.550779939849578e-10
0.45,FF,0,8.364124186832101e-09
0.55,TT,27,1.3182429486397624e-09
0.55,FF,70,2.1967384601519032e-08
0.55,FF,27,2.4862043213197414e-08
0.55,TT,70,5.3053311794776894e-09
0.55,TT,0,5.611745538649901e-09
0.55,FF,0,2.5493994350892413e-08
0.725,TT,27,2.9472812608652367e-08
0.725,FF,70,6.9110128829362895e-09
0.725,FF,27,4.585601344349985e-08
0.725,TT,70,4.22540782892512e-08
0.725,TT,0,9.82002135081927e-09
0.725,FF,0,6.673119935092204e-08
0.475,TT,27,4.7451575213450154e-09
0.475,FF,70,7.364730508368022e-09
0.475,FF,27,3.160108954654656e-09
0.475,TT,70,1.3043852770234081e-08
0.475,TT,0,4.30926994965184e-09
0.475,FF,0,2.666714035138052e-10
0.7,TT,27,3.3271486419571553e-08
0.7,FF,70,2.0159866300562263e-08
0.7,FF,27,2.6583941945859788e-08
0.7,TT,70,3.888125870746792e-08
0.7,TT,0,1.859400425606145e-08
0.7,FF,0,5.37306830724923e-08
0.625,TT,27,2.585591756549172e-08
0.625,FF,70,3.630977093243047e-08
