N_W,N_L,P_W,P_L,Corner,Temperature,Power
0.1u,0.1u,0.3u,0.1u,TT,70,1.1788856417182643e-08
0.1u,0.1u,0.1u,0.1u,FF,70,1.8113859892664658e-08
0.1u,0.1u,0.1u,0.1u,TT,27,7.818164670259269e-09
0.1u,0.1u,0.1u,0.1u,FF,27,7.3014832929130884e-09
0.1u,0.1u,0.1u,0.1u,FF,0,2.9472114833432955e-09
0.1u,0.1u,0.1u,0.1u,TT,0,4.590550960704728e-09
0.1u,0.1u,0.1u,0.1u,TT,70,1.2962737997858462e-08
0.1u,0.1u,0.2u,0.1u,FF,70,1.9830185523134065e-08
0.1u,0.1u,0.2u,0.1u,TT,27,7.759296474165969e-09
0.1u,0.1u,0.2u,0.1u,FF,27,9.092092963287777e-09
0.1u,0.1u,0.2u,0.1u,FF,0,3.999250346810034e-09
0.1u,0.1u,0.2u,0.1u,TT,0,5.335100467872694e-09
0.1u,0.1u,0.2u,0.1u,TT,70,1.2545899202554418e-08
0.1u,0.1u,0.3u,0.1u,FF,70,2.0871554241177762e-08
0.1u,0.1u,0.3u,0.1u,TT,27,7.110443924392564e-09
0.1u,0.1u,0.3u,0.1u,FF,27,1.0687349331663045e-08
0.1u,0.1u,0.3u,0.1u,FF,0,5.430647881833375e-09
0.1u,0.1u,0.3u,0.1u,TT,0,5.57183515395633e-09
0.1u,0.1u,0.3u,0.1u,TT,70,1.1788856417182643e-08
0.1u,0.1u,0.1u,0.1u,FF,70,1.8113859892664658e-08
0.1u,0.1u,0.1u,0.1u,TT,27,7.818164670259269e-09
0.1u,0.1u,0.1u,0.1u,FF,27,7.3014832929130884e-09
0.1u,0.1u,0.1u,0.1u,FF,0,2.9472114833432955e-09
0.1u,0.1u,0.1u,0.1u,TT,0,4.590550960704728e-09
0.1u,0.1u,0.1u,0.1u,TT,70,1.2962737997858462e-08
0.1u,0.1u,0.2u,0.1u,FF,70,1.9830185523134065e-08
0.1u,0.1u,0.2u,0.1u,TT,27,7.759296474165969e-09
0.1u,0.1u,0.2u,0.1u,FF,27,9.092092963287777e-09
0.1u,0.1u,0.2u,0.1u,FF,0,3.999250346810034e-09
0.1u,0.1u,0.2u,0.1u,TT,0,5.335100467872694e-09
0.1u,0.1u,0.2u,0.1u,TT,70,1.2545899202554418e-08
0.1u,0.1u,0.3u,0.1u,FF,70,2.0871554241177762e-08
0.1u,0.1u,0.3u,0.1u,TT,27,7.110443924392564e-09
0.1u,0.1u,0.3u,0.1u,FF,27,1.0687349331663045e-08
0.1u,0.1u,0.3u,0.1u,FF,0,5.430647881833375e-09
0.1u,0.1u,0.3u,0.1u,TT,0,5.57183515395633e-09
0.1u,0.1u,0.3u,0.1u,TT,70,1.1788856417182643e-08
0.1u,0.1u,0.1u,0.1u,FF,70,1.8113859892664658e-08
0.1u,0.1u,0.1u,0.1u,TT,27,7.818164670259269e-09
0.1u,0.1u,0.1u,0.1u,FF,27,7.3014832929130884e-09
0.1u,0.1u,0.1u,0.1u,FF,0,2.9472114833432955e-09
0.1u,0.1u,0.1u,0.1u,TT,0,4.590550960704728e-09
0.1u,0.1u,0.1u,0.1u,TT,70,1.2962737997858462e-08
0.1u,0.1u,0.2u,0.1u,FF,70,1.9830185523134065e-08
0.1u,0.1u,0.2u,0.1u,TT,27,7.759296474165969e-09
0.1u,0.1u,0.2u,0.1u,FF,27,9.092092963287777e-09
0.1u,0.1u,0.2u,0.1u,FF,0,3.999250346810034e-09
0.1u,0.1u,0.2u,0.1u,TT,0,5.335100467872694e-09
0.1u,0.1u,0.2u,0.1u,TT,70,1.2545899202554418e-08
0.1u,0.1u,0.3u,0.1u,FF,70,2.0871554241177762e-08
0.1u,0.1u,0.3u,0.1u,TT,27,7.110443924392564e-09
0.1u,0.1u,0.3u,0.1u,FF,27,1.0687349331663045e-08
0.1u,0.1u,0.3u,0.1u,FF,0,5.430647881833375e-09
0.1u,0.1u,0.3u,0.1u,TT,0,5.57183515395633e-09
0.1u,0.1u,0.3u,0.1u,TT,70,1.1788856417182643e-08
