AIM-Spice kernel Version 2022.100  (Built on Aug 12 2022)
Circuit: *include DFFSF.cir
Analysis: Transient Analysis
Started on: tor. nov. 16 15:42:21 2023
Time v(clk) v(data) v(out)
1.00000000000000e-08,6.00000000000000e-01,0.00000000000000e+00,3.47720942974160e-05
1.00100000000000e-08,6.00000000000000e-01,5.99999999999985e-02,3.41952814191526e-05
1.00300000000000e-08,6.00000000000000e-01,1.79999999999996e-01,3.28762331995025e-05
1.00700000000000e-08,6.00000000000000e-01,4.19999999999990e-01,3.07023956249985e-05
1.01000000000000e-08,6.00000000000000e-01,5.99999999999995e-01,2.74160681397878e-05
1.01080000000000e-08,6.00000000000000e-01,6.00000000000000e-01,2.69671953760792e-05
1.01240000000000e-08,6.00000000000000e-01,6.00000000000000e-01,2.60270179669314e-05
1.01560000000000e-08,6.00000000000000e-01,6.00000000000000e-01,2.79790892240006e-05
1.02200000000000e-08,6.00000000000000e-01,6.00000000000000e-01,3.05064180903189e-05
1.03480000000000e-08,6.00000000000000e-01,6.00000000000000e-01,3.30548515006870e-05
1.06040000000000e-08,6.00000000000000e-01,6.00000000000000e-01,3.18075282869715e-05
1.11160000000000e-08,6.00000000000000e-01,6.00000000000000e-01,3.30813139693964e-05
1.20141927794874e-08,6.00000000000000e-01,6.00000000000000e-01,3.14160022145335e-05
1.38105783384623e-08,6.00000000000000e-01,6.00000000000000e-01,3.21345749995233e-05
1.51000000000000e-08,6.00000000000000e-01,6.00000000000000e-01,3.04274441664618e-05
1.51100000000000e-08,5.39999999999991e-01,6.00000000000000e-01,-5.76616239041650e-05
1.51300000000000e-08,4.19999999999994e-01,6.00000000000000e-01,-1.96526639651778e-04
1.51700000000000e-08,1.80000000000000e-01,6.00000000000000e-01,-1.47455229899660e-04
1.52000000000000e-08,0.00000000000000e+00,6.00000000000000e-01,3.03888842593261e-04
1.52080000000000e-08,0.00000000000000e+00,6.00000000000000e-01,5.15357860106563e-04
1.52240000000000e-08,0.00000000000000e+00,6.00000000000000e-01,7.81401281580371e-04
1.52560000000000e-08,0.00000000000000e+00,6.00000000000000e-01,7.69473326655737e-04
1.53200000000000e-08,0.00000000000000e+00,6.00000000000000e-01,6.49124665354633e-05
1.54480000000000e-08,0.00000000000000e+00,6.00000000000000e-01,-4.35779835430514e-04
