Time,id(m:nand_2:mn1:1),id(m:nand_3:mn1:1)
5.13554432000000e-07,3.29360205666566e-11,4.90552547768612e-11
5.43554432000000e-07,3.29844592176061e-11,4.90413526659957e-11
5.73554432000000e-07,3.28780676932443e-11,4.90274505315358e-11
6.03554432000000e-07,3.27716775502289e-11,4.91263115933669e-11
6.33554432000000e-07,3.28314278322122e-11,4.92251716386637e-11
6.63554432000000e-07,3.28911785359306e-11,4.91641973964984e-11
6.93554432000000e-07,3.28556935920897e-11,4.91032229057849e-11
7.23554432000000e-07,3.28202088510770e-11,4.90422481665500e-11
7.53554432000000e-07,3.27847243128971e-11,4.91083956062657e-11
7.83554432000001e-07,3.28424818979984e-11,4.91745428588011e-11
8.13554432000001e-07,3.29002397614270e-11,4.91342475795609e-11
8.43554432000001e-07,3.28659293231501e-11,4.90939522485913e-11
8.73554432000001e-07,3.28316190545151e-11,4.90536568659017e-11
9.03554432000001e-07,3.27973089555265e-11,4.91350001477328e-11
9.33554432000001e-07,3.27629990261881e-11,4.92163430744640e-11
9.63554432000001e-07,3.28341954810834e-11,4.91666747242348e-11
9.93554432000001e-07,3.29053925327806e-11,4.91170062796607e-11
1.02355443200000e-06,3.28633477297989e-11,4.90673377407579e-11
1.05355443200000e-06,3.28213032034018e-11,4.90176691075418e-11
1.08355443200000e-06,3.27792589535970e-11,4.91279375026257e-11
1.11355443200000e-06,3.27372149803919e-11,4.92382054809540e-11
1.14355443200000e-06,3.28250345080716e-11,4.91711193169148e-11
1.17355443200000e-06,3.29128550579995e-11,4.91040330301243e-11
1.20355443200000e-06,3.28612615682249e-11,4.91448557793072e-11
1.23355443200000e-06,3.28096685037840e-11,4.91856784877405e-11
1.26355443200000e-06,3.27580758646925e-11,4.92265011554124e-11
1.29355443200000e-06,3.28116678791914e-11,4.91604871438070e-11
1.32355443200000e-06,3.28652604160681e-11,4.90944729055050e-11
1.35355443200000e-06,3.29188534753077e-11,4.91348412010085e-11
1.38355443200000e-06,3.28812045594642e-11,4.91752094334995e-11
1.41355443200000e-06,3.28435560458053e-11,4.92155776029676e-11
1.44355443200000e-06,3.29068402727730e-11,4.92559457094058e-11
1.47355443200000e-06,3.28617522640506e-11,4.91664662353413e-11
1.50355443200000e-06,3.28166642223898e-11,4.90769864941173e-11
1.53355443200000e-06,3.27715761478018e-11,4.91314881469296e-11
1.56355443200000e-06,3.28694973026619e-11,4.91859897172452e-11
1.59355443200000e-06,3.29674188340779e-11,4.92404912050434e-11
1.62355443200000e-06,3.29362821918601e-11,4.91747301401233e-11
1.65355443200000e-06,3.29051449307827e-11,4.91089691010991e-11
1.68355443200000e-06,3.28740070508431e-11,4.91487216333394e-11
1.71355443200000e-06,3.28428685520335e-11,4.91884741574386e-11
1.74355443200000e-06,3.28117294343498e-11,4.92282266733870e-11
1.77355443200000e-06,3.27805896977854e-11,4.91583522314648e-11
1.80355443200000e-06,3.28986360638821e-11,4.90884775708411e-11
1.83355443200000e-06,3.29243047053774e-11,4.91311432687982e-11
1.86355443200000e-06,3.29499722745378e-11,4.91738089039615e-11
1.89355443200000e-06,3.29756387713956e-11,4.92164744763219e-11
1.92355443200000e-06,3.28887277198567e-11,4.92591399858716e-11
1.95355443200000e-06,3.28018139024545e-11,4.91646065063727e-11
1.98355443200000e-06,3.28600688068205e-11,4.90700727569605e-11
2.00000000000000e-06,3.28920033746362e-11,4.90182506023206e-11
