VDD,Corner,Temperature,Power
0.6,FF,0,8.873499153559658e-09
0.6,FF,70,3.386354169009901e-08
0.6,TT,0,8.203826105372757e-09
0.6,FF,27,1.7044348452760993e-08
0.6,TT,70,2.298803598257745e-08
0.6,TT,27,1.2975056926489373e-08
0.8,FF,0,3.500504878641223e-08
0.8,FF,70,7.773419913434e-08
0.8,TT,0,1.4248492908310586e-08
0.8,FF,27,4.831477357212959e-08
0.8,TT,70,4.528386044861667e-08
0.8,TT,27,2.409981978171112e-08
0.45,FF,0,5.235960046874656e-09
0.45,FF,70,1.7612740389863924e-08
0.45,TT,0,2.806860534557331e-09
0.45,FF,27,9.017518099287077e-09
0.45,TT,70,1.11795637259053e-08
0.45,TT,27,5.565909799806045e-09
0.55,FF,0,9.222688562187764e-09
0.55,FF,70,2.8765515290241056e-08
0.55,TT,0,7.334278499841138e-09
0.55,FF,27,1.5500525846356858e-08
0.55,TT,70,1.862532043217024e-08
0.55,TT,27,1.077215201451122e-08
0.7,FF,0,1.6808550080512368e-08
0.7,FF,70,4.9803117493695794e-08
0.7,TT,0,8.466707498090449e-09
0.7,FF,27,2.6981695634046693e-08
0.7,TT,70,3.238066019892163e-08
0.7,TT,27,1.6341478024653977e-08
0.65,FF,0,1.1193738052652809e-08
0.65,FF,70,4.0411207625156326e-08
0.65,TT,0,7.913680399650415e-09
0.65,FF,27,2.0430641673422068e-08
0.65,TT,70,2.7459541890590573e-08
0.65,TT,27,1.4545142597884689e-08
0.75,FF,0,2.4974849560615346e-08
0.75,FF,70,6.232102566575955e-08
0.75,TT,0,1.0483317386568904e-08
0.75,FF,27,3.64008106522546e-08
0.75,TT,70,3.799793079933673e-08
0.75,TT,27,1.9391945768257826e-08
0.5,FF,0,8.755309798040241e-09
0.5,FF,70,2.3454322218042632e-08
0.5,TT,0,4.742120597952619e-09
0.5,FF,27,1.3224407001921045e-08
0.5,TT,70,1.4393684445947342e-08
0.5,TT,27,7.754652042991907e-09
0.6,FF,0,8.873499153559658e-09
0.6,FF,70,3.386354169009901e-08
0.6,TT,0,8.203826105372757e-09
0.6,FF,27,1.7044348452760993e-08
0.6,TT,70,2.298803598257745e-08
0.6,TT,27,1.2975056926489373e-08
0.8,FF,0,3.500504878641223e-08
0.8,FF,70,7.773419913434e-08
0.8,TT,0,1.4248492908310586e-08
0.8,FF,27,4.831477357212959e-08
0.8,TT,70,4.528386044861667e-08
0.8,TT,27,2.409981978171112e-08
0.55,FF,0,9.222688562187764e-09
0.55,FF,70,2.8765515290241056e-08
0.55,TT,0,7.334278499841138e-09
0.55,FF,27,1.5500525846356858e-08
0.55,TT,70,1.862532043217024e-08
0.55,TT,27,1.077215201451122e-08
0.7,FF,0,1.6808550080512368e-08
0.7,FF,70,4.9803117493695794e-08
0.7,TT,0,8.466707498090449e-09
0.7,FF,27,2.6981695634046693e-08
0.7,TT,70,3.238066019892163e-08
0.7,TT,27,1.6341478024653977e-08
0.65,FF,0,1.1193738052652809e-08
0.65,FF,70,4.0411207625156326e-08
0.65,TT,0,7.913680399650415e-09
0.65,FF,27,2.0430641673422068e-08
0.65,TT,70,2.7459541890590573e-08
0.65,TT,27,1.4545142597884689e-08
0.75,FF,0,2.4974849560615346e-08
0.75,FF,70,6.232102566575955e-08
0.75,TT,0,1.0483317386568904e-08
0.75,FF,27,3.64008106522546e-08
0.75,TT,70,3.799793079933673e-08
0.75,TT,27,1.9391945768257826e-08
0.5,FF,0,8.755309798040241e-09
0.5,FF,70,2.3454322218042632e-08
0.5,TT,0,4.742120597952619e-09
0.5,FF,27,1.3224407001921045e-08
0.5,TT,70,1.4393684445947342e-08
0.5,TT,27,7.754652042991907e-09
0.6,FF,0,8.873499153559658e-09
0.6,FF,70,3.386354169009901e-08
0.6,TT,0,8.203826105372757e-09
0.6,FF,27,1.7044348452760993e-08
0.6,TT,70,2.298803598257745e-08
0.6,TT,27,1.2975056926489373e-08
0.8,FF,0,3.500504878641223e-08
0.8,FF,70,7.773419913434e-08
0.8,TT,0,1.4248492908310586e-08
0.8,FF,27,4.831477357212959e-08
0.8,TT,70,4.528386044861667e-08
0.8,TT,27,2.409981978171112e-08
0.55,FF,0,9.222688562187764e-09
0.55,FF,70,2.8765515290241056e-08
0.55,TT,0,7.334278499841138e-09
0.55,FF,27,1.5500525846356858e-08
0.55,TT,70,1.862532043217024e-08
0.55,TT,27,1.077215201451122e-08
0.7,FF,0,1.6808550080512368e-08
0.7,FF,70,4.9803117493695794e-08
0.7,TT,0,8.466707498090449e-09
0.7,FF,27,2.6981695634046693e-08
0.7,TT,70,3.238066019892163e-08
0.7,TT,27,1.6341478024653977e-08
0.65,FF,0,1.1193738052652809e-08
0.65,FF,70,4.0411207625156326e-08
0.65,TT,0,7.913680399650415e-09
0.65,FF,27,2.0430641673422068e-08
0.65,TT,70,2.7459541890590573e-08
0.65,TT,27,1.4545142597884689e-08
0.75,FF,0,2.4974849560615346e-08
0.75,FF,70,6.232102566575955e-08
0.75,TT,0,1.0483317386568904e-08
0.75,FF,27,3.64008106522546e-08
0.75,TT,70,3.799793079933673e-08
0.75,TT,27,1.9391945768257826e-08
0.5,FF,0,8.755309798040241e-09
0.5,FF,70,2.3454322218042632e-08
0.5,TT,0,4.742120597952619e-09
0.5,FF,27,1.3224407001921045e-08
0.5,TT,70,1.4393684445947342e-08
0.5,TT,27,7.754652042991907e-09
0.8,FF,27,4.831477357212959e-08
0.8,TT,27,2.409981978171112e-08
0.8,FF,70,7.773419913434e-08
0.8,TT,0,1.4248492908310586e-08
0.8,TT,70,4.528386044861667e-08
0.8,FF,0,3.500504878641223e-08
0.75,FF,27,3.64008106522546e-08
0.75,TT,27,1.9391945768257826e-08
0.75,FF,70,6.232102566575955e-08
0.75,TT,0,1.0483317386568904e-08
0.75,TT,70,3.799793079933673e-08
0.75,FF,0,2.4974849560615346e-08
0.55,FF,27,1.5500525846356858e-08
0.55,TT,27,1.077215201451122e-08
0.55,FF,70,2.8765515290241056e-08
0.55,TT,0,7.334278499841138e-09
0.55,TT,70,1.862532043217024e-08
0.55,FF,0,9.222688562187764e-09
0.6,FF,27,1.7044348452760993e-08
0.6,TT,27,1.2975056926489373e-08
0.6,FF,70,3.386354169009901e-08
0.6,TT,0,8.203826105372757e-09
0.6,TT,70,2.298803598257745e-08
0.6,FF,0,8.873499153559658e-09
0.7,FF,27,2.6981695634046693e-08
0.7,TT,27,1.6341478024653977e-08
0.7,FF,70,4.9803117493695794e-08
0.7,TT,0,8.466707498090449e-09
0.7,TT,70,3.238066019892163e-08
0.7,FF,0,1.6808550080512368e-08
0.65,FF,27,2.0430641673422068e-08
0.65,TT,27,1.4545142597884689e-08
0.65,FF,70,4.0411207625156326e-08
0.65,TT,0,7.913680399650415e-09
0.65,TT,70,2.7459541890590573e-08
0.65,FF,0,1.1193738052652809e-08
0.5,FF,27,1.3224407001921045e-08
0.5,TT,27,7.754652042991907e-09
0.5,FF,70,2.3454322218042632e-08
0.5,TT,0,4.742120597952619e-09
0.5,TT,70,1.4393684445947342e-08
0.5,FF,0,8.755309798040241e-09
0.8,FF,27,4.831477357212959e-08
0.8,TT,27,2.409981978171112e-08
0.8,FF,70,7.773419913434e-08
0.8,TT,0,1.4248492908310586e-08
0.8,TT,70,4.528386044861667e-08
0.8,FF,0,3.500504878641223e-08
