Time,i(vdd)
6.00645250508709e-06,-4.21393666468853e-07
6.04645250508709e-06,4.15728749490955e-07
6.08645250508709e-06,-4.21610639214943e-07
6.12645250508709e-06,4.15938563087080e-07
6.16645250508709e-06,-4.21819409595767e-07
6.20645250508709e-06,4.16146557527312e-07
6.24645250508709e-06,-4.22024790426802e-07
6.28645250508709e-06,4.16348224789720e-07
6.32645250508709e-06,-4.22224907185343e-07
6.36645250508709e-06,4.16547392584621e-07
6.40645250508709e-06,-4.22421718382713e-07
6.44645250508709e-06,4.16740652294015e-07
6.48645250508709e-06,-4.22613221590191e-07
6.52645250508709e-06,4.16931467894231e-07
6.56645250508709e-06,-4.22801548737375e-07
6.60645250508709e-06,4.17116321236209e-07
6.64645250508709e-06,-4.22984675219508e-07
6.68645250508709e-06,4.17298822062445e-07
6.72645250508709e-06,-4.23164750438306e-07
6.76645250508709e-06,4.17475472249323e-07
6.80645250508709e-06,-4.23339701312637e-07
6.84645250508708e-06,4.17649867363869e-07
6.88645250508708e-06,-4.23511709191692e-07
6.92645250508708e-06,4.17818474809569e-07
6.96645250508708e-06,-4.23678721943653e-07
7.00645250508708e-06,4.17984810806723e-07
7.04645250508708e-06,-4.23837943070906e-07
7.08645250508708e-06,4.18145272582497e-07
7.12645250508708e-06,-4.24002241069429e-07
7.16645250508708e-06,4.18304102806044e-07
7.20645250508708e-06,-4.24153568784288e-07
7.24645250508708e-06,4.18456986112909e-07
7.28645250508708e-06,-4.24310131346942e-07
7.32645250508708e-06,4.18608257078748e-07
7.36645250508708e-06,-4.24453868314818e-07
7.40645250508708e-06,4.18753612747683e-07
7.44645250508708e-06,-4.24547412718651e-07
7.48645250508708e-06,4.18842010360067e-07
7.52645250508708e-06,-4.24685577697043e-07
7.56645250508708e-06,4.18981858054903e-07
7.60645250508708e-06,-4.24773622576930e-07
7.64645250508708e-06,4.19064875811154e-07
7.68645250508708e-06,-4.24906335655407e-07
7.72645250508708e-06,4.19199229565664e-07
7.76645250508708e-06,-4.24988885385423e-07
7.80645250508708e-06,4.19276860341992e-07
7.84645250508708e-06,-4.25115943325436e-07
7.88645250508707e-06,4.19405754209012e-07
7.92645250508707e-06,-4.25193241297258e-07
7.96645250508707e-06,4.19478004439580e-07
8.00000000000000e-06,-4.25326731775360e-07
