Time,id(m:nand_2:mn1:1),id(m:nand_3:mn1:1)
5.02428800000000e-07,1.55361674701215e-10,2.27996473953991e-10
5.32428800000000e-07,1.55339515075142e-10,2.27996473952355e-10
5.62428800000000e-07,1.55360520527989e-10,2.27996473950717e-10
5.92428800000000e-07,1.55381527951129e-10,2.27996473949074e-10
6.22428800000000e-07,1.55402537344731e-10,2.27996473947439e-10
6.52428800000000e-07,1.55423548708947e-10,2.27996473945805e-10
6.82428800000000e-07,1.55444562043935e-10,2.27996473944165e-10
7.12428800000000e-07,1.55465577349857e-10,2.27996473942527e-10
7.42428800000000e-07,1.55486594626868e-10,2.27996473940884e-10
7.72428800000001e-07,1.55507613875137e-10,2.27996473939253e-10
8.02428800000001e-07,1.55529026470088e-10,2.27996473937615e-10
8.32428800000001e-07,1.55550428114412e-10,2.27996473935971e-10
8.62428800000001e-07,1.55363290417931e-10,2.27996473934328e-10
8.92428800000001e-07,1.55176186529973e-10,2.27996473932697e-10
9.22428800000001e-07,1.55234320880831e-10,2.27996473931063e-10
9.52428800000001e-07,1.55292456082745e-10,2.27996473929424e-10
9.82428800000001e-07,1.55350592135599e-10,2.27996473927776e-10
1.01242880000000e-06,1.55408729039288e-10,2.27996473926138e-10
1.04242880000000e-06,1.55266035384541e-10,2.27996473924512e-10
1.07242880000000e-06,1.55123352307989e-10,2.27996473922869e-10
1.10242880000000e-06,1.55166822776154e-10,2.27996473921235e-10
1.13242880000000e-06,1.55210292635752e-10,2.27996473919587e-10
1.16242880000000e-06,1.55253761886737e-10,2.27996473917952e-10
1.19242880000000e-06,1.55297230529056e-10,2.27996473916321e-10
1.22242880000000e-06,1.55340698562663e-10,2.27996473914683e-10
1.25242880000000e-06,1.55384165987506e-10,2.27996473913036e-10
1.28242880000000e-06,1.55427632803537e-10,2.27996473911408e-10
1.31242880000000e-06,1.55471099010704e-10,2.27996473909770e-10
1.34242880000000e-06,1.55287330451065e-10,2.27996473908125e-10
1.37242880000000e-06,1.55103541354654e-10,2.27996473906484e-10
1.40242880000000e-06,1.55168109574606e-10,2.27996473904860e-10
1.43242880000000e-06,1.55232672701268e-10,2.27996473903217e-10
1.46242880000000e-06,1.55297230734710e-10,2.27996473901572e-10
1.49242880000000e-06,1.55361783675006e-10,2.27996473899935e-10
1.52242880000000e-06,1.55426331522245e-10,2.27996473898298e-10
1.55242880000000e-06,1.55490874276490e-10,2.27996473896667e-10
1.58242880000000e-06,1.55296590757139e-10,2.27996473895028e-10
1.61242880000000e-06,1.55102251044143e-10,2.27996473893393e-10
1.64242880000000e-06,1.55172815457353e-10,2.27996473891746e-10
1.67242880000000e-06,1.55243369935071e-10,2.27996473890110e-10
1.70242880000000e-06,1.55313914477985e-10,2.27996473888470e-10
1.73242880000000e-06,1.55384449086766e-10,2.27996473886830e-10
1.76242880000000e-06,1.55287997614729e-10,2.27996473885195e-10
1.79242880000000e-06,1.55191514672294e-10,2.27996473883559e-10
1.82242880000000e-06,1.55327242482157e-10,2.27996473881920e-10
1.85242880000000e-06,1.55462977164201e-10,2.27996473880289e-10
1.88242880000000e-06,1.55348652733620e-10,2.27996473878650e-10
1.91242880000000e-06,1.55234339717544e-10,2.27996473877008e-10
1.94242880000000e-06,1.55120038115904e-10,2.27996473875368e-10
1.97242880000000e-06,1.55201583159094e-10,2.27996473873730e-10
2.00000000000000e-06,1.55276516159729e-10,2.27996473872225e-10
