Time,id(m:nand_2:mn1:1),id(m:nand_3:mn1:1)
5.02428800000000e-07,3.71420404956525e-10,3.43353475242606e-10
5.32428800000000e-07,3.71420404956525e-10,3.43353475203593e-10
5.62428800000000e-07,3.71420404956525e-10,3.43353475164590e-10
5.92428800000000e-07,3.71420404956522e-10,3.43353475125577e-10
6.22428800000000e-07,3.71420404956522e-10,3.43353475086569e-10
6.52428800000000e-07,3.71420404956522e-10,3.43353475047561e-10
6.82428800000000e-07,3.71420404956525e-10,3.43353475008559e-10
7.12428800000000e-07,3.71420404956525e-10,3.43353474969547e-10
7.42428800000000e-07,3.71420404956525e-10,3.43353474930539e-10
7.72428800000001e-07,3.71420404956522e-10,3.43353474891526e-10
8.02428800000001e-07,3.71420404956522e-10,3.43353474852520e-10
8.32428800000001e-07,3.71420404956522e-10,3.43353474813516e-10
8.62428800000001e-07,3.71420404956522e-10,3.43353474774504e-10
8.92428800000001e-07,3.71420404956522e-10,3.43353474735492e-10
9.22428800000001e-07,3.71420404956524e-10,3.43353474696483e-10
9.52428800000001e-07,3.71420404956524e-10,3.43353474657476e-10
9.82428800000001e-07,3.71420404956522e-10,3.43353474618465e-10
1.01242880000000e-06,3.71420404956522e-10,3.43353474579460e-10
1.04242880000000e-06,3.71420404956522e-10,3.43353474540448e-10
1.07242880000000e-06,3.71420404956522e-10,3.43353474501437e-10
1.10242880000000e-06,3.71420404956522e-10,3.43353474462433e-10
1.13242880000000e-06,3.71420404956522e-10,3.43353474423421e-10
1.16242880000000e-06,3.71420404956522e-10,3.43353474384417e-10
1.19242880000000e-06,3.71420404956522e-10,3.43353474345407e-10
1.22242880000000e-06,3.71420404956522e-10,3.43353474306402e-10
1.25242880000000e-06,3.71420404956521e-10,3.43353474267390e-10
1.28242880000000e-06,3.71420404956522e-10,3.43353474228378e-10
1.31242880000000e-06,3.71420404956521e-10,3.43353474189374e-10
1.34242880000000e-06,3.71420404956521e-10,3.43353474150362e-10
1.37242880000000e-06,3.71420404956521e-10,3.43353474111354e-10
1.40242880000000e-06,3.71420404956521e-10,3.43353474072346e-10
1.43242880000000e-06,3.71420404956521e-10,3.43353474033335e-10
1.46242880000000e-06,3.71420404956521e-10,3.43353473994323e-10
1.49242880000000e-06,3.71420404956521e-10,3.43353473955316e-10
1.52242880000000e-06,3.71420404956521e-10,3.43353473916307e-10
1.55242880000000e-06,3.71420404956521e-10,3.43353473877304e-10
1.58242880000000e-06,3.71420404956521e-10,3.43353473838289e-10
1.61242880000000e-06,3.71420404956521e-10,3.43353473799281e-10
1.64242880000000e-06,3.71420404956521e-10,3.43353473760276e-10
1.67242880000000e-06,3.71420404956521e-10,3.43353473721261e-10
1.70242880000000e-06,3.71420404956521e-10,3.43353473682260e-10
1.73242880000000e-06,3.71420404956521e-10,3.43353473643249e-10
1.76242880000000e-06,3.71420404956521e-10,3.43353473604237e-10
1.79242880000000e-06,3.71420404956521e-10,3.43353473565230e-10
1.82242880000000e-06,3.71420404956521e-10,3.43353473526221e-10
1.85242880000000e-06,3.71420404956521e-10,3.43353473487214e-10
1.88242880000000e-06,3.71420404956521e-10,3.43353473448205e-10
1.91242880000000e-06,3.71420404956521e-10,3.43353473409194e-10
1.94242880000000e-06,3.71420404956521e-10,3.43353473370187e-10
1.97242880000000e-06,3.71420404956521e-10,3.43353473331174e-10
2.00000000000000e-06,3.71420404956520e-10,3.43353473295331e-10
