AIM-Spice kernel Version 2022.100  (Built on Aug 12 2022)
Circuit: * --------------------------------------------------------------
Analysis: Transient Analysis
Started on: tir. okt. 31 16:47:27 2023
Time id(m:nand_2:mn1:1) id(m:nand_3:mn1:1)
5.13554432000000e-07,5.61941493812058e-11,7.64263964370032e-11
5.43554432000000e-07,5.61380168878667e-11,7.64190277390030e-11
5.73554432000000e-07,5.62546626569254e-11,7.64116590825968e-11
6.03554432000000e-07,5.63713110929051e-11,7.64042904677850e-11
6.33554432000000e-07,5.62991693480113e-11,7.63969218945687e-11
6.63554432000000e-07,5.62270279514920e-11,7.63895533629440e-11
6.93554432000000e-07,5.61548869033534e-11,7.63821848729143e-11
7.23554432000000e-07,5.60827462036024e-11,7.63748164244804e-11
7.53554432000000e-07,5.62339348467487e-11,7.63674480176376e-11
7.83554432000001e-07,5.63851234308185e-11,7.63600796523899e-11
8.13554432000001e-07,5.63038798646012e-11,7.63527113287337e-11
8.43554432000001e-07,5.62226355303624e-11,7.63453430466724e-11
8.73554432000001e-07,5.61413904281078e-11,7.63379748062013e-11
9.03554432000001e-07,5.60601445578424e-11,7.63306066073247e-11
9.33554432000001e-07,5.62449711135697e-11,7.63232384500409e-11
9.63554432000001e-07,5.62361148190753e-11,7.64677293824513e-11
9.93554432000001e-07,5.62272585334941e-11,7.66122341273451e-11
1.02355443200000e-06,5.62184022568256e-11,7.65105815144877e-11
1.05355443200000e-06,5.62095459890701e-11,7.64089335143508e-11
1.08355443200000e-06,5.62006897302276e-11,7.63072901268050e-11
1.11355443200000e-06,5.61918334802981e-11,7.64611956879211e-11
1.14355443200000e-06,5.61829772392812e-11,7.66151087621139e-11
1.17355443200000e-06,5.61741210071778e-11,7.65049271032860e-11
1.20355443200000e-06,5.61652647839874e-11,7.63947481458140e-11
1.23355443200000e-06,5.61564085697092e-11,7.64964519802394e-11
1.26355443200000e-06,5.61475523643442e-11,7.65981582681608e-11
1.29355443200000e-06,5.61386961678915e-11,7.65031298162730e-11
1.32355443200000e-06,5.61298399803533e-11,7.64081035891461e-11
1.35355443200000e-06,5.61209838017266e-11,7.63130795867601e-11
1.38355443200000e-06,5.61121276320132e-11,7.64495654324240e-11
1.41355443200000e-06,5.61032714712134e-11,7.65860558269981e-11
1.44355443200000e-06,5.60944153193273e-11,7.64984029786316e-11
1.47355443200000e-06,5.60855591763520e-11,7.64107511910200e-11
1.50355443200000e-06,5.60767030422908e-11,7.63231004641721e-11
1.53355443200000e-06,5.60678469171437e-11,7.64518995128134e-11
1.56355443200000e-06,5.60589908009093e-11,7.65806990893694e-11
1.59355443200000e-06,5.62236970966434e-11,7.65021479433067e-11
1.62355443200000e-06,5.63884068061803e-11,7.64235965300215e-11
1.65355443200000e-06,5.62878058324647e-11,7.63450448495253e-11
1.68355443200000e-06,5.61872051332725e-11,7.64761082899233e-11
1.71355443200000e-06,5.60866047086275e-11,7.66071733241562e-11
1.74355443200000e-06,5.61799926777635e-11,7.65177228762533e-11
1.77355443200000e-06,5.62733791297558e-11,7.64282728762081e-11
1.80355443200000e-06,5.63667640646036e-11,7.63388233240317e-11
1.83355443200000e-06,5.64601474823101e-11,7.64495769134065e-11
1.86355443200000e-06,5.62786705125509e-11,7.65603283155755e-11
1.89355443200000e-06,5.60971855107326e-11,7.66710775305449e-11
1.92355443200000e-06,5.62132022776701e-11,7.65439046132177e-11
1.95355443200000e-06,5.63292174676892e-11,7.64167268082991e-11
1.98355443200000e-06,5.62503030964748e-11,7.65032117684394e-11
2.00000000000000e-06,5.60058555980485e-11,7.51708288231358e-11
