AIM-Spice kernel Version 2022.100  (Built on Aug 12 2022)
Circuit: *include DFFTT.cir
Analysis: Transient Analysis
Started on: tor. nov. 16 15:43:13 2023
Time v(clk) v(data) v(out) v(reset)
1.00000000000000e-08,6.00000000000000e-01,0.00000000000000e+00,1.26033393269605e-06,0.00000000000000e+00
1.00100000000000e-08,6.00000000000000e-01,5.99999999999985e-02,5.66150378139563e-06,0.00000000000000e+00
1.00300000000000e-08,6.00000000000000e-01,1.79999999999996e-01,8.43395859170815e-06,0.00000000000000e+00
1.00700000000000e-08,6.00000000000000e-01,4.19999999999990e-01,5.06698672633754e-06,0.00000000000000e+00
1.01000000000000e-08,6.00000000000000e-01,5.99999999999995e-01,3.80674468111047e-06,0.00000000000000e+00
1.01080000000000e-08,6.00000000000000e-01,6.00000000000000e-01,3.95139173184345e-06,0.00000000000000e+00
1.01240000000000e-08,6.00000000000000e-01,6.00000000000000e-01,5.06256023359575e-06,0.00000000000000e+00
1.01560000000000e-08,6.00000000000000e-01,6.00000000000000e-01,7.17519643028686e-06,0.00000000000000e+00
1.02200000000000e-08,6.00000000000000e-01,6.00000000000000e-01,6.19142500094677e-06,0.00000000000000e+00
1.03480000000000e-08,6.00000000000000e-01,6.00000000000000e-01,5.00548448316429e-06,0.00000000000000e+00
1.06040000000000e-08,6.00000000000000e-01,6.00000000000000e-01,4.61612808910772e-06,0.00000000000000e+00
1.11160000000000e-08,6.00000000000000e-01,6.00000000000000e-01,4.58315834945926e-06,0.00000000000000e+00
1.21400000000000e-08,6.00000000000000e-01,6.00000000000000e-01,4.24374174999055e-06,0.00000000000000e+00
1.41880000000000e-08,6.00000000000000e-01,6.00000000000000e-01,3.89644954051308e-06,0.00000000000000e+00
1.51000000000000e-08,6.00000000000000e-01,6.00000000000000e-01,3.61024921543239e-06,0.00000000000000e+00
1.51100000000000e-08,5.39999999999991e-01,6.00000000000000e-01,2.68616942575656e-04,6.00000000000085e-02
1.51300000000000e-08,4.19999999999994e-01,6.00000000000000e-01,5.13508729662590e-04,1.80000000000006e-01
1.51700000000000e-08,1.80000000000000e-01,6.00000000000000e-01,3.32950531195204e-04,4.20000000000000e-01
1.52000000000000e-08,0.00000000000000e+00,6.00000000000000e-01,2.94120101316006e-04,6.00000000000000e-01
1.52080000000000e-08,0.00000000000000e+00,6.00000000000000e-01,2.61968997595965e-04,6.00000000000000e-01
1.52240000000000e-08,0.00000000000000e+00,6.00000000000000e-01,2.16519168593207e-04,6.00000000000000e-01
1.52560000000000e-08,0.00000000000000e+00,6.00000000000000e-01,1.66598358379177e-04,6.00000000000000e-01
1.53200000000000e-08,0.00000000000000e+00,6.00000000000000e-01,-1.03174301899558e-04,6.00000000000000e-01
1.54480000000000e-08,0.00000000000000e+00,6.00000000000000e-01,-3.97910034162501e-04,6.00000000000000e-01
1.57040000000000e-08,0.00000000000000e+00,6.00000000000000e-01,1.58373010761235e-04,6.00000000000000e-01
1.61155649695053e-08,0.00000000000000e+00,6.00000000000000e-01,-2.45877644919148e-04,6.00000000000000e-01
1.67629193664216e-08,0.00000000000000e+00,6.00000000000000e-01,2.63387935755151e-04,6.00000000000000e-01
1.80576281602542e-08,0.00000000000000e+00,6.00000000000000e-01,-2.08758354766335e-04,6.00000000000000e-01
1.92884951734320e-08,0.00000000000000e+00,6.00000000000000e-01,1.67671473896165e-04,6.00000000000000e-01
2.17502291997876e-08,0.00000000000000e+00,6.00000000000000e-01,-1.43360073689218e-04,6.00000000000000e-01
2.50000000000000e-08,0.00000000000000e+00,6.00000000000000e-01,1.33852144131695e-04,6.00000000000000e-01
2.50100000000000e-08,5.99999999999886e-02,6.00000000000000e-01,2.99185967243695e-04,6.00000000000000e-01
2.50300000000000e-08,1.80000000000006e-01,6.00000000000000e-01,5.48338471339616e-04,6.00000000000000e-01
2.50700000000000e-08,4.20000000000000e-01,6.00000000000000e-01,7.64533237802609e-04,6.00000000000000e-01
2.51000000000000e-08,6.00000000000000e-01,6.00000000000000e-01,4.94548350455738e-04,6.00000000000000e-01
2.51080000000000e-08,6.00000000000000e-01,6.00000000000000e-01,1.61281075911082e-04,6.00000000000000e-01
2.51240000000000e-08,6.00000000000000e-01,6.00000000000000e-01,-6.56424739950159e-04,6.00000000000000e-01
2.51560000000000e-08,6.00000000000000e-01,6.00000000000000e-01,-2.52385378271116e-03,6.00000000000000e-01
2.52200000000000e-08,6.00000000000000e-01,6.00000000000000e-01,-5.18632341665280e-03,6.00000000000000e-01
2.53480000000000e-08,6.00000000000000e-01,6.00000000000000e-01,5.03660457639914e-03,6.00000000000000e-01
2.56040000000000e-08,6.00000000000000e-01,6.00000000000000e-01,3.87546529708885e-01,6.00000000000000e-01
2.61160000000000e-08,6.00000000000000e-01,6.00000000000000e-01,6.21995053682131e-01,6.00000000000000e-01
2.66969677706846e-08,6.00000000000000e-01,6.00000000000000e-01,5.81962263130801e-01,6.00000000000000e-01
2.78589033120536e-08,6.00000000000000e-01,6.00000000000000e-01,6.17520122310943e-01,6.00000000000000e-01
2.93622800015283e-08,6.00000000000000e-01,6.00000000000000e-01,5.82947342876461e-01,6.00000000000000e-01
3.19800396462860e-08,6.00000000000000e-01,6.00000000000000e-01,6.16448208384527e-01,6.00000000000000e-01
3.51000000000000e-08,5.99999999999970e-01,6.00000000000000e-01,5.83498154112799e-01,6.00000000000000e-01
3.51100000000000e-08,5.39999999999982e-01,6.00000000000000e-01,5.90122543983955e-01,6.00000000000000e-01
3.51300000000000e-08,4.19999999999965e-01,6.00000000000000e-01,5.98006813487095e-01,6.00000000000000e-01
3.51700000000000e-08,1.79999999999970e-01,6.00000000000000e-01,6.00870509049992e-01,6.00000000000000e-01
3.52000000000000e-08,0.00000000000000e+00,6.00000000000000e-01,6.02679873259820e-01,6.00000000000000e-01
3.52080000000000e-08,0.00000000000000e+00,6.00000000000000e-01,6.03265756899079e-01,6.00000000000000e-01
3.52240000000000e-08,0.00000000000000e+00,6.00000000000000e-01,6.03939897480143e-01,6.00000000000000e-01
3.52560000000000e-08,0.00000000000000e+00,6.00000000000000e-01,6.02597566050717e-01,6.00000000000000e-01
3.53200000000000e-08,0.00000000000000e+00,6.00000000000000e-01,5.90167448286564e-01,6.00000000000000e-01
3.54480000000000e-08,0.00000000000000e+00,6.00000000000000e-01,5.83212797359267e-01,6.00000000000000e-01
3.57040000000000e-08,0.00000000000000e+00,6.00000000000000e-01,6.01511783507553e-01,6.00000000000000e-01
