Time,i(vdd)
3.35544320000000e-09,1.14113568748470e-06
6.71088640000000e-09,-1.14446289315956e-06
1.06708864000000e-08,1.14120557316516e-06
1.46308864000000e-08,-1.14444418166741e-06
1.85908864000000e-08,1.14122195540063e-06
2.25508864000000e-08,-1.14446301976755e-06
2.65108864000000e-08,1.14122372287861e-06
3.04708864000000e-08,-1.14447298442718e-06
3.44308864000000e-08,1.14122458879528e-06
3.83908864000000e-08,-1.14446846983497e-06
4.23508864000000e-08,1.14122605048763e-06
4.63108864000000e-08,-1.14446881875207e-06
5.02708864000000e-08,1.14122774085756e-06
5.42308864000000e-08,-1.14447555752708e-06
5.81908864000000e-08,1.14121911368720e-06
6.21508864000000e-08,-1.14446887875179e-06
6.61108864000000e-08,1.14122839067111e-06
7.00708864000000e-08,-1.14447566913659e-06
7.40308864000000e-08,1.14122056550941e-06
7.79908864000000e-08,-1.14446990656173e-06
8.19508864000000e-08,1.14122970399584e-06
8.59108864000001e-08,-1.14447654757130e-06
8.98708864000001e-08,1.14122226986240e-06
9.38308864000001e-08,-1.14447108379521e-06
9.77908864000001e-08,1.14122548210623e-06
1.01750886400000e-07,-1.14446750816882e-06
1.05710886400000e-07,1.14122870564256e-06
1.09670886400000e-07,-1.14446782827689e-06
1.13630886400000e-07,1.14123191326916e-06
1.17590886400000e-07,-1.14446425092778e-06
1.21550886400000e-07,1.14123509656087e-06
1.25510886400000e-07,-1.14448251356967e-06
1.29470886400000e-07,1.14123767838158e-06
1.33430886400000e-07,-1.14447881146823e-06
1.37390886400000e-07,1.14124036024540e-06
1.41350886400000e-07,-1.14447915388789e-06
1.45310886400000e-07,1.14124049246132e-06
1.49270886400000e-07,-1.14447561974168e-06
1.53230886400000e-07,1.14124337508711e-06
1.57190886400000e-07,-1.14449230337633e-06
1.61150886400000e-07,1.14124585101020e-06
1.65110886400000e-07,-1.14448874924635e-06
1.69070886400000e-07,1.14124842068682e-06
1.73030886400000e-07,-1.14448918377869e-06
1.76990886400000e-07,1.14125100397944e-06
1.80950886400000e-07,-1.14448567245800e-06
1.84910886400000e-07,1.14125375245016e-06
1.88870886400000e-07,-1.14448734394145e-06
1.92830886400000e-07,1.14125617690389e-06
1.96790886400000e-07,-1.14450367669668e-06
2.00000000000000e-07,1.14124973605540e-06
