VDD,Corner,Temperature,Power
0.575,TT,27,2.322624511133749e-08
0.575,FF,0,1.796020801919196e-08
0.575,TT,0,7.146707356900576e-09
0.575,FF,70,4.553937330061866e-08
0.575,FF,27,1.4396120864072225e-08
0.575,TT,70,1.5624307703139215e-08
0.7,TT,27,2.216079930754287e-08
0.7,FF,0,1.782500236095195e-09
0.7,TT,0,6.741994328799446e-09
0.7,FF,70,8.081125866577171e-08
0.7,FF,27,6.309239062316913e-08
0.7,TT,70,4.920544380473095e-08
0.6,TT,27,3.3138874060703543e-09
0.6,FF,0,4.928843391218592e-09
0.6,TT,0,1.9864079378645546e-08
0.6,FF,70,4.4982220895104776e-08
0.6,FF,27,2.6000193226974284e-08
0.6,TT,70,3.3136367194943965e-08
0.5,TT,27,1.150239186830782e-08
0.5,FF,0,1.7504224542406052e-08
0.5,TT,0,4.287131227625319e-09
0.5,FF,70,1.7592044772929814e-08
0.5,FF,27,2.1897424056966768e-08
0.5,TT,70,1.4389572305271701e-08
0.65,TT,27,2.6263572273425146e-08
0.65,FF,0,4.4115795722414674e-08
0.65,TT,0,9.01126365785728e-09
0.65,FF,70,5.16797068814879e-08
0.65,FF,27,4.966717104195552e-08
0.65,TT,70,9.448844307100862e-09
0.55,TT,27,1.6663702314135123e-08
0.55,FF,0,7.221130140622753e-09
0.55,TT,0,1.6918766514090285e-08
0.55,FF,70,3.122590095572214e-08
0.55,FF,27,2.4540980630698272e-08
0.55,TT,70,1.65518368700603e-08
0.8,TT,27,6.568864451313418e-08
0.8,FF,0,5.9181227687494254e-08
0.8,TT,0,5.5927088273327874e-08
0.8,FF,70,1.188116472364565e-07
0.8,FF,27,4.998608666529209e-08
0.8,TT,70,3.556911698470762e-08
0.775,TT,27,5.5839597698701335e-08
0.775,FF,0,4.165347360286051e-08
0.775,TT,0,5.3883037349091264e-08
0.775,FF,70,1.1308282213568808e-07
0.775,FF,27,2.7324032491767656e-08
0.775,TT,70,4.013000804002562e-08
0.475,TT,27,1.6081653332961259e-09
0.475,FF,0,1.3608654422317054e-08
0.475,TT,0,8.104814519437167e-09
0.475,FF,70,2.1618873694604054e-08
0.475,FF,27,5.585224528312685e-09
0.475,TT,70,8.452405021535623e-09
0.45,TT,27,2.0871555105026364e-09
0.45,FF,0,3.1582904383839076e-09
0.45,TT,0,1.178302475124455e-09
0.45,FF,70,1.5651390267104922e-08
0.45,FF,27,1.0932307534960178e-08
0.45,TT,70,1.3878090150996189e-08
0.525,TT,27,7.134194200221498e-09
0.525,FF,0,1.6626842503199152e-08
0.525,TT,0,9.771780565795426e-10
0.525,FF,70,3.668038447415885e-08
0.525,FF,27,2.5555684266978964e-08
0.525,TT,70,1.2511322360973436e-08
0.4,TT,27,3.442007371999854e-09
0.4,FF,0,1.652890996896393e-09
0.4,TT,0,2.186136917002185e-09
0.4,FF,70,1.6501740174136297e-08
0.4,FF,27,1.0291246939435568e-08
0.4,TT,70,7.427722512889311e-09
0.625,TT,27,2.8313898079843137e-08
0.625,FF,0,3.8728324080388726e-08
0.625,TT,0,1.5004382673689457e-08
0.625,FF,70,3.779851545232659e-08
0.625,FF,27,5.409444420668621e-09
0.625,TT,70,8.922372384240224e-09
0.725,TT,27,7.967471219384945e-09
0.725,FF,0,9.931102057366616e-09
0.725,TT,0,4.0132342516682734e-08
0.725,FF,70,9.42662812510808e-08
0.725,FF,27,6.407794985833545e-08
0.725,TT,70,4.804870852512599e-08
0.675,TT,27,1.1644680429556244e-08
0.675,FF,0,4.433220052476207e-08
0.675,TT,0,1.483622863334288e-09
0.675,FF,70,3.1537320899842324e-08
0.675,FF,27,5.8451036280486354e-08
0.675,TT,70,1.2564187801911657e-08
0.75,TT,27,1.2944735974241e-09
0.75,FF,0,2.4840343932739493e-08
0.75,TT,0,4.864759633470806e-08
0.75,FF,70,1.05127376738678e-07
0.75,FF,27,1.4753096663688233e-08
0.750,TT,70,3.716051556182423e-08
