VDD,Corner,Temperature,Power
0.575,FF,0,6.758316589823962e-09
0.575,FF,70,2.8729868096996923e-08
0.575,TT,0,4.321901115483873e-09
0.575,FF,27,1.3810054781911583e-08
0.575,TT,70,1.9307830897446408e-08
0.575,TT,27,9.293376919650081e-09
0.7,FF,0,2.6442598066372524e-08
0.7,FF,70,5.5644097870803424e-08
0.7,TT,0,1.0014670041735525e-08
0.7,FF,27,3.5541337786245355e-08
0.7,TT,70,3.0182609573286044e-08
0.7,TT,27,1.5700072435884718e-08
0.6,FF,0,9.579384790796338e-09
0.6,FF,70,3.2313620882449696e-08
0.6,TT,0,4.025454278149491e-09
0.6,FF,27,1.6360977792740828e-08
0.6,TT,70,2.069920406677755e-08
0.6,TT,27,9.433868158385564e-09
0.5,FF,0,6.566361649870391e-09
0.5,FF,70,2.242803787252185e-08
0.5,TT,0,2.766842517360099e-09
0.5,FF,27,1.1592462519263704e-08
0.5,TT,70,1.3682797333844021e-08
0.5,TT,27,6.153815682924743e-09
0.65,FF,0,1.7884713699262804e-08
0.65,FF,70,4.246971811413373e-08
0.65,TT,0,5.30673147331338e-09
0.65,FF,27,2.4890849894157955e-08
0.65,TT,70,2.4529437576869348e-08
0.65,TT,27,1.1301137868234692e-08
0.55,FF,0,5.320098327926396e-09
0.55,FF,70,2.5974740225498235e-08
0.55,TT,0,5.255220225393128e-09
0.55,FF,27,1.1898740949006297e-08
0.55,TT,70,1.7921858706155815e-08
0.55,TT,27,9.38126212261709e-09
0.8,FF,0,3.74985447070698e-08
0.8,FF,70,8.564252128021163e-08
0.8,TT,0,2.464456861958036e-08
0.8,FF,27,5.4114452762222744e-08
0.8,TT,70,4.893109293846066e-08
0.8,TT,27,3.1509481178912945e-08
0.775,FF,0,3.5635100611167775e-08
0.775,FF,70,7.814435705363145e-08
0.775,TT,0,2.063897379228942e-08
0.775,FF,27,4.9790512100098736e-08
0.775,TT,70,4.3406657519559256e-08
0.775,TT,27,2.6924077549071544e-08
0.475,FF,0,4.793628453892766e-09
0.475,FF,70,1.9209199671952647e-08
0.475,TT,0,2.6689308784893312e-09
0.475,FF,27,9.161302878110742e-09
0.475,TT,70,1.2287892959105186e-08
0.475,TT,27,5.638653673860439e-09
0.45,FF,0,3.7772300528284715e-09
0.45,FF,70,1.6797736103081413e-08
0.45,TT,0,2.979618712772113e-09
0.45,FF,27,7.705839703403597e-09
0.45,TT,70,1.08789108676556e-08
0.45,TT,27,5.280755562014901e-09
0.525,FF,0,5.429155281040402e-09
0.525,FF,70,2.3922188737646214e-08
0.525,TT,0,5.961089646795978e-09
0.525,FF,27,1.140257757724516e-08
0.525,TT,70,1.5469459738786082e-08
0.525,TT,27,9.019973105724414e-09
0.4,FF,0,4.649930490254379e-09
0.4,FF,70,1.3522817497411884e-08
0.4,TT,0,3.008657897498704e-09
0.4,FF,27,7.1001182353018305e-09
0.4,TT,70,8.858341055728041e-09
0.4,TT,27,4.619094121597065e-09
0.625,FF,0,1.3419459231594796e-08
0.625,FF,70,3.6871235148442966e-08
0.625,TT,0,4.2869633135559315e-09
0.625,FF,27,2.0286482366789e-08
0.625,TT,70,2.2448491356050787e-08
0.625,TT,27,1.0082392742414318e-08
0.725,FF,0,3.011907958199915e-08
0.725,FF,70,6.309293987832353e-08
0.725,TT,0,1.3229655502374233e-08
0.725,FF,27,4.044247316530691e-08
0.725,TT,70,3.389391080829454e-08
0.725,TT,27,1.8975477066459253e-08
0.675,FF,0,2.244606971302104e-08
0.675,FF,70,4.8715197494566983e-08
0.675,TT,0,7.164925917752887e-09
0.675,FF,27,3.012910787603744e-08
0.675,TT,70,2.7073468834626297e-08
0.675,TT,27,1.3051649394939392e-08
0.75,FF,0,3.320745088317744e-08
0.75,FF,70,7.071620316652696e-08
0.75,TT,0,1.6802636461210474e-08
0.75,FF,27,4.5276710848740826e-08
0.75,TT,70,3.845282467550441e-08
0.750,TT,27,2.2660869074025056e-08
