VDD,Corner,Temperature,Power
0.575,FF,70,4.1765145433792353e-08
0.575,FF,27,3.315382131051435e-08
0.575,TT,27,1.1620670129939322e-08
0.575,TT,0,1.254792856315e-08
0.575,TT,70,1.777961004707169e-08
0.575,FF,0,2.8743047587986333e-08
0.7,FF,70,4.5016633060223153e-08
0.7,FF,27,9.41690244149543e-09
0.7,TT,27,2.992908682425131e-08
0.7,TT,0,1.957309866013336e-08
0.7,TT,70,4.372075335127427e-08
0.7,FF,0,4.211393491866432e-08
0.6,FF,70,4.6590984224917177e-08
0.6,FF,27,3.235015481915011e-08
0.6,TT,27,1.863354382912245e-08
0.6,TT,0,1.998548301803175e-08
0.6,TT,70,2.329519053035912e-08
0.6,FF,0,2.237443460625756e-08
0.5,FF,70,1.860838787014814e-08
0.5,FF,27,1.003816154193836e-08
0.5,TT,27,8.060623567311112e-09
0.5,TT,0,3.8703428020899746e-09
0.5,TT,70,1.4202136737671636e-08
0.5,FF,0,9.728838258178296e-09
0.65,FF,70,4.791544557379504e-08
0.65,FF,27,2.0961661067407425e-08
0.65,TT,27,2.899361232302272e-08
0.65,TT,0,2.6207459339254733e-08
0.65,TT,70,3.493596342034832e-08
0.65,FF,0,2.244446468637595e-09
0.55,FF,70,3.417714387848401e-08
0.55,FF,27,2.8663118007436752e-08
0.55,TT,27,6.056364540301197e-09
0.55,TT,0,4.247436380754055e-09
0.55,TT,70,1.8742373455690232e-08
0.55,FF,0,8.932622793069611e-09
0.8,FF,70,5.0422117245663583e-08
0.8,FF,27,6.76032788829479e-08
0.8,TT,27,1.6897886165095407e-08
0.8,TT,0,3.931152288152943e-09
0.8,TT,70,4.913228488893332e-08
0.8,FF,0,1.6070606356879683e-09
0.775,FF,70,4.737585773887528e-08
0.775,FF,27,6.327968937783996e-08
0.775,TT,27,2.1082631148253843e-08
0.775,TT,0,1.0187336883078372e-09
0.775,TT,70,3.1679103747352884e-08
0.775,FF,0,7.189982942517291e-09
0.475,FF,70,1.7224726327948703e-08
0.475,FF,27,2.722228550590202e-09
0.475,TT,27,6.5682639198912025e-09
0.475,TT,0,5.439160326239635e-09
0.475,TT,70,1.2733016737294296e-08
0.475,FF,0,1.0802293944852463e-09
0.45,FF,70,1.718817108112221e-08
0.45,FF,27,1.74557700072204e-09
0.45,TT,27,5.88981804169593e-09
0.45,TT,0,3.4783190124011833e-09
0.45,TT,70,1.1435442143144409e-08
0.45,FF,0,6.973235849618541e-09
0.525,FF,70,2.558440128234812e-08
0.525,FF,27,2.044127010008529e-08
0.525,TT,27,1.862961545619852e-09
0.525,TT,0,1.646343304273405e-09
0.525,TT,70,1.5176349499859922e-08
0.525,FF,0,2.095193688279042e-08
0.4,FF,70,1.3964474930556422e-08
0.4,FF,27,7.029920944036502e-09
0.4,TT,27,4.368931205466051e-09
0.4,TT,0,2.694395790349094e-09
0.4,TT,70,8.930861748344332e-09
0.4,FF,0,4.116297699844971e-09
0.625,FF,70,4.866903102069585e-08
0.625,FF,27,2.7945423816439612e-08
0.625,TT,27,2.498273082586213e-08
0.625,TT,0,2.479431489728552e-08
0.625,TT,70,2.8902049735335413e-08
0.625,FF,0,1.2643466408580956e-08
0.725,FF,70,4.387739205268891e-08
0.725,FF,27,7.5500355665686e-09
0.725,TT,27,2.7754669857116e-08
0.725,TT,0,1.4089214286704045e-08
0.725,TT,70,2.106029439370936e-08
0.725,FF,0,4.8752633820073376e-08
0.675,FF,70,4.681437933834426e-08
0.675,FF,27,1.4692085019337068e-08
0.675,TT,27,3.0842971548342125e-08
0.675,TT,0,2.3952928139587456e-08
0.675,TT,70,3.9924703321550624e-08
0.675,FF,0,5.7669740418857085e-09
0.75,FF,70,4.440719111249146e-08
0.75,FF,27,5.7670804646831136e-08
0.75,TT,27,2.4897019774440256e-08
0.75,TT,0,6.926877558702097e-09
0.75,TT,70,2.5254118635252943e-08
0.750,FF,00,5.196125785776863e-08
