AIM-Spice kernel Version 2022.100  (Built on Aug 12 2022)
Circuit: 
Analysis: Transient Analysis
Started on: lør. nov. 18 11:00:17 2023
Time i(vdd)
6.00937542616797e-06,-2.10692378606358e-07
6.04937542616797e-06,9.22157116999448e-08
6.08937542616797e-06,-2.08631145356497e-07
6.12937542616797e-06,9.01842758964522e-08
6.16937542616797e-06,-2.06619534024051e-07
6.20937542616797e-06,8.82016973526791e-08
6.24937542616797e-06,-2.04656424015031e-07
6.28937542616797e-06,8.62668790764479e-08
6.32937542616797e-06,-2.02729261681523e-07
6.36937542616797e-06,8.43673253179254e-08
6.40937542616797e-06,-2.00849205781211e-07
6.44937542616797e-06,8.25188720182027e-08
6.48937542616797e-06,-1.99019632263443e-07
6.52937542616797e-06,8.07163137547366e-08
6.56937542616797e-06,-1.97235531193137e-07
6.60937542616797e-06,7.89575112473846e-08
6.64937542616797e-06,-1.95494812844289e-07
6.68937542616797e-06,7.72414267086622e-08
6.72937542616797e-06,-1.93796460264889e-07
6.76937542616797e-06,7.55661759359206e-08
6.80937542616797e-06,-1.92138606853469e-07
6.84937542616797e-06,7.39281266241519e-08
6.88937542616797e-06,-1.90517641908927e-07
6.92937542616797e-06,7.23302274800410e-08
6.96937542616797e-06,-1.88936499089236e-07
7.00937542616796e-06,7.07715730860522e-08
7.04937542616796e-06,-1.87394279278176e-07
7.08937542616796e-06,6.92512792879641e-08
7.12937542616796e-06,-1.85890103500466e-07
7.16937542616796e-06,6.77684828458857e-08
7.20937542616796e-06,-1.84423113545803e-07
7.24937542616796e-06,6.63223403167906e-08
7.28937542616796e-06,-1.82992473443350e-07
7.32937542616796e-06,6.49120291658792e-08
7.36937542616796e-06,-1.81597360000715e-07
7.40937542616796e-06,6.35367406247521e-08
7.44937542616796e-06,-1.80236971796466e-07
7.48937542616796e-06,6.21956868880688e-08
7.52937542616796e-06,-1.78910526435968e-07
7.56937542616796e-06,6.08880978833595e-08
7.60937542616796e-06,-1.77617257661280e-07
7.64937542616796e-06,5.96132212708809e-08
7.68937542616796e-06,-1.76356418390384e-07
7.72937542616796e-06,5.83703206639053e-08
7.76937542616796e-06,-1.75127276709937e-07
7.80937542616796e-06,5.71586769297050e-08
7.84937542616796e-06,-1.73929118178998e-07
7.88937542616796e-06,5.59775868815461e-08
7.92937542616796e-06,-1.72761243532265e-07
7.96937542616796e-06,5.48263625779374e-08
8.00000000000000e-06,-1.71450517339798e-07
