AIM-Spice kernel Version 2022.100  (Built on Aug 12 2022)
Circuit: *include DFFFF.cir
Analysis: Transient Analysis
Started on: fre. nov. 17 08:36:53 2023
Time i(vdd)
6.03162800000013e-06,-3.17859839080468e-08
6.07162800000013e-06,-2.98469967737872e-08
6.11162800000013e-06,-3.18281510225654e-08
6.15162800000013e-06,-2.98129509203147e-08
6.19162800000013e-06,-3.17655837299688e-08
6.23162800000013e-06,-2.98681820995956e-08
6.27162800000013e-06,-3.18026437913343e-08
6.31162800000013e-06,-2.98254656598984e-08
6.35162800000013e-06,-3.17458573495215e-08
6.39162800000013e-06,-2.98844884090414e-08
6.43162800000013e-06,-3.17854853338680e-08
6.47162800000013e-06,-2.98458791036375e-08
6.51162800000013e-06,-3.17293308683695e-08
6.55162800000013e-06,-2.99036797102963e-08
6.59162800000013e-06,-3.17657648083932e-08
6.63162800000013e-06,-2.98609495062569e-08
6.67162800000013e-06,-3.17090160972514e-08
6.71162800000013e-06,-2.99184556492804e-08
6.75162800000013e-06,-3.17509378621141e-08
6.79162800000013e-06,-2.98819326020679e-08
6.83162800000013e-06,-3.16938912283180e-08
6.87162800000013e-06,-2.99371833559248e-08
6.91162800000013e-06,-3.17287647917672e-08
6.95162800000013e-06,-2.98933910002527e-08
6.99162800000013e-06,-3.16717086747997e-08
7.03162800000013e-06,-2.99585478582839e-08
7.07162800000012e-06,-3.17189686781771e-08
7.11162800000012e-06,-2.99126474958207e-08
7.15162800000012e-06,-3.16569788740898e-08
7.19162800000012e-06,-2.99746908377256e-08
7.23162800000012e-06,-3.16956222126402e-08
7.27162800000012e-06,-2.99354645761290e-08
7.31162800000012e-06,-3.16414079935991e-08
7.35162800000012e-06,-2.99912442532431e-08
7.39162800000012e-06,-3.16798899479676e-08
7.43162800000012e-06,-2.99882627171287e-08
7.47162800000012e-06,-3.16064630787449e-08
7.51162800000012e-06,-2.99885417433300e-08
7.55162800000012e-06,-3.16634046737465e-08
7.59162800000012e-06,-3.00042209432000e-08
7.63162800000012e-06,-3.15920148314364e-08
7.67162800000012e-06,-3.00040938550335e-08
7.71162800000012e-06,-3.16488591593321e-08
7.75162800000012e-06,-3.00201208846694e-08
7.79162800000012e-06,-3.15775507397871e-08
7.83162800000012e-06,-3.00196300212229e-08
7.87162800000012e-06,-3.16346421775891e-08
7.91162800000012e-06,-3.00357171653856e-08
7.95162800000012e-06,-3.15637590530166e-08
7.99162800000012e-06,-3.00307506999412e-08
8.00000000000000e-06,-3.16450646051398e-08
