AIM-Spice kernel Version 2022.100  (Built on Aug 12 2022)
Circuit: *include DFFSS.cir
Analysis: Transient Analysis
Started on: tor. nov. 16 15:31:17 2023
Time v(clk) v(data) v(out)
1.00000000000000e-08,5.50000000000000e-01,0.00000000000000e+00,1.38527241500194e-05
1.00100000000000e-08,5.50000000000000e-01,5.49999999999987e-02,1.13155825740424e-05
1.00300000000000e-08,5.50000000000000e-01,1.64999999999996e-01,7.34546327164215e-06
1.00700000000000e-08,5.50000000000000e-01,3.84999999999991e-01,2.01329788547533e-06
1.01000000000000e-08,5.50000000000000e-01,5.49999999999996e-01,-9.57044636873405e-07
1.01080000000000e-08,5.50000000000000e-01,5.50000000000000e-01,-2.03651261784787e-06
1.01240000000000e-08,5.50000000000000e-01,5.50000000000000e-01,-3.17792307748949e-06
1.01560000000000e-08,5.50000000000000e-01,5.50000000000000e-01,-2.50771582137321e-06
1.02200000000000e-08,5.50000000000000e-01,5.50000000000000e-01,9.99062156344099e-07
1.03480000000000e-08,5.50000000000000e-01,5.50000000000000e-01,5.49184883008591e-06
1.06040000000000e-08,5.50000000000000e-01,5.50000000000000e-01,4.36155418178166e-06
1.11160000000000e-08,5.50000000000000e-01,5.50000000000000e-01,2.61648446400753e-06
1.20287350500611e-08,5.50000000000000e-01,5.50000000000000e-01,4.40378613341015e-06
1.38542051501833e-08,5.50000000000000e-01,5.50000000000000e-01,2.62711784346833e-06
1.51000000000000e-08,5.50000000000000e-01,5.50000000000000e-01,3.73994472576290e-06
1.51100000000000e-08,4.94999999999992e-01,5.50000000000000e-01,-5.71051261556640e-05
1.51300000000000e-08,3.84999999999995e-01,5.50000000000000e-01,-1.66576509456326e-04
1.51700000000000e-08,1.65000000000000e-01,5.50000000000000e-01,-3.00499278438282e-04
1.52000000000000e-08,0.00000000000000e+00,5.50000000000000e-01,-2.11649248232713e-04
1.52080000000000e-08,0.00000000000000e+00,5.50000000000000e-01,-8.75072524534337e-05
1.52240000000000e-08,0.00000000000000e+00,5.50000000000000e-01,1.13789969052362e-04
1.52560000000000e-08,0.00000000000000e+00,5.50000000000000e-01,3.16427223545065e-04
1.53200000000000e-08,0.00000000000000e+00,5.50000000000000e-01,3.64716353869643e-04
1.54480000000000e-08,0.00000000000000e+00,5.50000000000000e-01,1.33343044198618e-04
1.57040000000000e-08,0.00000000000000e+00,5.50000000000000e-01,-1.90517235933177e-04
1.62160000000000e-08,0.00000000000000e+00,5.50000000000000e-01,-1.83918649499654e-06
1.72400000000000e-08,0.00000000000000e+00,5.50000000000000e-01,-9.47529383871718e-05
1.85726028475803e-08,0.00000000000000e+00,5.50000000000000e-01,1.31666067508548e-04
2.12378085427408e-08,0.00000000000000e+00,5.50000000000000e-01,-8.53962540715960e-05
2.43598135249965e-08,0.00000000000000e+00,5.50000000000000e-01,5.91022414335308e-05
2.50000000000000e-08,0.00000000000000e+00,5.50000000000000e-01,2.35047643404648e-05
2.50100000000000e-08,5.49999999999896e-02,5.50000000000000e-01,1.24252782406915e-04
2.50300000000000e-08,1.65000000000005e-01,5.50000000000000e-01,3.05291507580283e-04
2.50700000000000e-08,3.85000000000000e-01,5.50000000000000e-01,5.34651092108880e-04
2.51000000000000e-08,5.50000000000000e-01,5.50000000000000e-01,5.53108019276410e-04
2.51080000000000e-08,5.50000000000000e-01,5.50000000000000e-01,4.85962398127204e-04
2.51240000000000e-08,5.50000000000000e-01,5.50000000000000e-01,3.45024443567786e-04
2.51560000000000e-08,5.50000000000000e-01,5.50000000000000e-01,-7.83448994843144e-05
2.52200000000000e-08,5.50000000000000e-01,5.50000000000000e-01,-1.49151645720936e-03
2.53480000000000e-08,5.50000000000000e-01,5.50000000000000e-01,-4.09300735067181e-03
2.56040000000000e-08,5.50000000000000e-01,5.50000000000000e-01,3.20579458299895e-03
2.61160000000000e-08,5.50000000000000e-01,5.50000000000000e-01,3.33006628075027e-01
2.71400000000000e-08,5.50000000000000e-01,5.50000000000000e-01,5.73103257015307e-01
2.84278039173685e-08,5.50000000000000e-01,5.50000000000000e-01,5.31644956928742e-01
3.10034117521055e-08,5.50000000000000e-01,5.50000000000000e-01,5.68047135598629e-01
3.43557232870992e-08,5.50000000000000e-01,5.50000000000000e-01,5.32742199295140e-01
3.51000000000000e-08,5.49999999999973e-01,5.50000000000000e-01,5.64199948195866e-01
3.51100000000000e-08,4.94999999999983e-01,5.50000000000000e-01,5.60862869816449e-01
